duration,predictions,gt,predictions_clean,gt_clean
13.2000625,"and I would say that in relation to the phase of extraordinary text, there is a commitment to have this evolved and to set out on the government budget for the year.","And I would say that, in relation to the sales, the extraordinary tax, serves as a commitment to have this evolve, and that was set out in the government budget for the year.",and i would say that in relation to the phase of extraordinary text there is a commitment to have this evolved and to set out on the government budget for the year,and i would say that in relation to the sales the extraordinary tax serves as a commitment to have this evolve and that was set out in the government budget for the year
6.0200625,"Finally, the improvement in crime solutions and energy management, I think, this was a strong improvement.","Finally, the, the improvements in climate solutions and energy management, I think this is a strong improvement.",finally the improvement in crime solutions and energy management i think this was a strong improvement,finally the the improvements in climate solutions and energy management i think this is a strong improvement
6.1800625,"in the video description. Finally, I think we are reaching the end of the call.","Um, finally, I think we have, uh, we are reaching the end of the, the call.",in the video description finally i think we are reaching the end of the call,finally i think we have we are reaching the end of the the call
14.1800625,"So as you can see here on the table on the right hand side, we continue to have some short term decked authorities with relatively high rates that will be meturined in the next quarter, so it is best to continue to support the downward trend on the average cost of the deck over the next couple of years.","So as you can see here, on the table on the right hand side, we continue to have some short term debt maturities with relatively high rates, that will be maturing over the next quarter, so let's just continue to support the downward trend on the average cost of debt over the, the next couple of years.",so as you can see here on the table on the right hand side we continue to have some short term decked authorities with relatively high rates that will be meturined in the next quarter so it is best to continue to support the downward trend on the average cost of the deck over the next couple of years,so as you can see here on the table on the right hand side we continue to have some short term debt maturities with relatively high rates that will be maturing over the next quarter so let us just continue to support the downward trend on the average cost of debt over the the next couple of years
11.259875,"so I think we'll be well ahead of what was our initial expectation, allowing us to mitigate the impacts of the COVID, which was the second part of this question.","So I think we'll be well ahead of what was our initial expectation that's allowing us to mitigate the impacts of, uh, of the COVID, which, uh, was the second part of this question.",so i think we will be well ahead of what was our initial expectation allowing us to mitigate the impacts of the covid which was the 2nd part of this question,so i think we will be well ahead of what was our initial expectation that is allowing us to mitigate the impacts of of the covid which was the 2nd part of this question
13.6600625,"and if I put that together with your recent balance sheet measures, it's very interesting the sentence you use there, you say we are wet positions for growth of opportunities in Europe and the US.","And if I put that together with your recent balance sheet measures, very interesting the sentence you use there, you said, We are well positioned for growth opportunities in Europe and the US.",and if i put that together with your recent balance sheet measures it is very interesting the sentence you use there you say we are wet positions for growth of opportunities in europe and the us,and if i put that together with your recent balance sheet measures very interesting the sentence you use there you said we are well positioned for growth opportunities in europe and the us
11.540125,"On the balance sheet, also reinforce the civilian years of right issue, as mentioned, and reinforce the low operating risk profile with the increased weight of fun, the regulated activities.","On the balance sheet, obviously reinforce that's a billion euros of rights issue, um, as mentioned, reinforce the low operating risk profile with the increased rate of, um, for the regulated activities.",on the balance sheet also reinforce the civilian years of right issue as mentioned and reinforce the low operating risk profile with the increased weight of fun the regulated activities,on the balance sheet obviously reinforce that is a €1000000000 of rights issue as mentioned reinforce the low operating risk profile with the increased rate of for the regulated activities
22.26,"-maybe just before I go through the numbers, just to mention that COVID has definitely presented some challenges over these last few months, but I really think it also shows that the strong foundations of our business and the resilience, the robust response, has allowed us to continue to make progress on the execution of our strategic business plans.","Maybe just before I go through the, some of the numbers, just to mention that COVID definitely presented some challenges over these last few months, but I really think it also shows that the strong foundations of our business and, and the resilience, and the, the robust response has allowed us to continue to make progress on execution of our strategic business plan.",maybe just before i go through the numbers just to mention that covid has definitely presented some challenges over these last few months but i really think it also shows that the strong foundations of our business and the resilience the robust response has allowed us to continue to make progress on the execution of our strategic business plans,maybe just before i go through the some of the numbers just to mention that covid definitely presented some challenges over these last few months but i really think it also shows that the strong foundations of our business and and the resilience and the the robust response has allowed us to continue to make progress on execution of our strategic business plan
6.4800625,Grocery of the,"Regarding portfolio optimization, so we've already closed as agreed more than 55% of the four billion proceeds related to asset rotation.",grocery of the,regarding portfolio optimization so we have already closed as agreed more than 55% of the 4000000000 proceeds related to asset rotation
7.14,"The European institutions also created the Japanese Transition Fund, which can also be used to support the region's effect by the coal mine shutdown.","The, the European institutions also created the just transition funds, uh, which can also be used to support the regions affected by the coal plants shutdown.",the european institutions also created the japanese transition fund which can also be used to support the region is effect by the coal mine shutdown,the the european institutions also created the just transition funds which can also be used to support the regions affected by the coal plants shutdown
13.9800625,"In relation to installed capacity, by twenty twenty, though the number should be offset by the consolidation of the five hundred megawatts of wind capacity coming from the east coast, which the congress is proposing, is all expected before your end.","In relation to install capacity by 2020 the number should be offset by the consolidation of the, the 500 megawatts of wind capacity coming from <inaudible> which <inaudible> closing is also expected before year end.",in relation to installed capacity by 2020 though the number should be offset by the consolidation of the 500 megawatts of wind capacity coming from the east coast which the congress is proposing is all expected before your end,in relation to install capacity by 2020 the number should be offset by the consolidation of the the 500 megawatts of wind capacity coming from which closing is also expected before year end
10.5800625,"In local currents, the petaphile network in Brazil grew 12 per cent, supported by the expansion of the transmission activities, which mitigated the eight hundredth decline of the literary demand in our distribution areas.","In local currencies the EBITDA networks in Brazil grew 12%, supported by the expansion of the transmission activities fully mitigating the 8% decline of electricity demand in our distribution areas.",in local currents the petaphile network in brazil grew 12% supported by the expansion of the transmission activities which mitigated the 800th decline of the literary demand in our distribution areas,in local currencies the ebitda networks in brazil grew 12% supported by the expansion of the transmission activities fully mitigating the 8% decline of electricity demand in our distribution areas
13.6200625,"A green position is also reinforced not only by the closure of cold, but also involvement in some of the energy transition project, including or beginning to participate in the green hydrogen project in Portugal.","I reposition this also reinforced not only by the, the closure of coal, but also involvement in some of the energy transition projects, uh, including, uh, work beginning to participate in the Green Hydrogen Project, um, in Portugal.",a green position is also reinforced not only by the closure of cold but also involvement in some of the energy transition project including or beginning to participate in the green hydrogen project in portugal,i reposition this also reinforced not only by the the closure of coal but also involvement in some of the energy transition projects including work beginning to participate in the green hydrogen project in portugal
2.52,"There is a lot to support for suppliers, to clients.",There's a lot of support for our suppliers to clients.,there is a lot to support for suppliers to clients,there is a lot of support for our suppliers to clients
13.42025,"I tell you this because you are talking about a hundred and ninety million of what if costs from at the bottom line, from you know, seen as the live-beating management, the live-preaching of a bond, and the extraordinary talks.","I tell you this because you're talking about 190 medial one-off costs from the bottom line from, you know, C Nash, the liability management early purchases a bond at extraordinary tax.",i tell you this because you are talking about a 190000000 of what if costs from at the bottom line from you know seen as the live beating management the live preaching of a bond and the extraordinary talks,i tell you this because you are talking about 190 medial one off costs from the bottom line from you know c nash the liability management early purchases a bond at extraordinary tax
6.0999375,"In relation to COVID, so we were obviously impacted by COVID, and heavily impacted by COVID.","In relation to COVID, so we were obviously impacted by COVID and, and, and heavily impacted by COVID.",in relation to covid so we were obviously impacted by covid and heavily impacted by covid,in relation to covid so we were obviously impacted by covid and and and heavily impacted by covid
6.0400625,This benefit is also from the significant decline in the energy prices and the increase in the energy market volatility.,"Uh, this benefited obviously from the significant decline in the energy prices and the increase in the energy markets volatility.",this benefit is also from the significant decline in the energy prices and the increase in the energy market volatility,this benefited obviously from the significant decline in the energy prices and the increase in the energy markets volatility
3.7400625,Later we will conduct a question and answer session.,"Later, we will conduct a question and answer session.",later we will conduct a question and answer session,later we will conduct a question and answer session
6.759875,"accounts for that or is that an intended sentence, you know, to be very-or be very clear about that.","no. <crosstalk> Listen, I'll be very, uh, I'll be very clear about that.",accounts for that or is that an intended sentence you know to be very or be very clear about that,no listen i will be very i will be very clear about that
11.4000625,"In transmission we had some delays in the construction works, including Covitch, but construction is resumed, seventy one per cent of the total capx, and the six transmission lines was already executed.","In transmission, we had some delays in the construction works, um, given COVID but construction has resumed 71% total capex of six transmission lines was already executed.",in transmission we had some delays in the construction works including covitch but construction is resumed 71% of the total capx and the 6 transmission lines was already executed,in transmission we had some delays in the construction works given covid but construction has resumed 71% total capex of 6 transmission lines was already executed
6.7800625,"This was exclusively delivered by the Iberian business, and an increase of a hundred twenty million euros had almost doubled.","This is exclusively driven by the Iberian business, at an increase of €120 million so it almost doubled.",this was exclusively delivered by the iberian business and an increase of a €120000000 had almost doubled,this is exclusively driven by the iberian business at an increase of €120000000 so it almost doubled
4.519875,so that something that you think could come to the hedge relatively quickly.,"Or is this something that you think could come to heads relatively, uh, quickly?",so that something that you think could come to the hedge relatively quickly,or is this something that you think could come to heads relatively quickly
17.74,"It has been a rather negative movement in the outlook for retail or any other part of the business that perhaps means with less looking at a guidance upgrade or beat, or that it is the COVID impacts are actually bigger than what you anticipated back in May.","Has it been a sort of negative movement in the outlook for retail or any other part of the business that perhaps means we've kind of left looking at a, at a kind of guidance upgrade or, or, or beef, or is it just that the COVID impacts are actually bigger than, than what you'd anticipated back in, uh, May?",it has been a rather negative movement in the outlook for retail or any other part of the business that perhaps means with less looking at a guidance upgrade or beat or that it is the covid impacts are actually bigger than what you anticipated back in may,has it been a sort of negative movement in the outlook for retail or any other part of the business that perhaps means we have kind of left looking at a at a kind of guidance upgrade or or or beef or is it just that the covid impacts are actually bigger than than what you would anticipated back in may
8.5400625,"We also had very robust results in the energy management segment, and this was driven by our hedging strategy and the energy markets.","We also had very robust results in the energy management segments, and this was driven by our heads of strategy in the enge- in the energy market.",we also had very robust results in the energy management segment and this was driven by our hedging strategy and the energy markets,we also had very robust results in the energy management segments and this was driven by our heads of strategy in the enge in the energy market
5.320125,There are also some problems that we were already beginning to see.,"There are also some positives that we were already, you know, beginning to see.",there are also some problems that we were already beginning to see,there are also some positives that we were already you know beginning to see
3.6400625,I think that's come out also very intensely over the last couple of months.,I think that's come out also very intensive in the last couple of months.,i think that is come out also very intensely over the last couple of months,i think that is come out also very intensive in the last couple of months
7.8001875,"You know, I think there are lines of prevention marks for these kinds of deals. Certainly are internal numbers, you know, which would not be very different from those...","You know, I think they're aligned with the benchmark for these kinds of deals, certainly our internal numbers, you know, which might be very different from those.",you know i think there are lines of prevention marks for these kinds of deals certainly are internal numbers you know which would not be very different from those .,you know i think they are aligned with the benchmark for these kinds of deals certainly our internal numbers you know which might be very different from those
4.1800625,and then further final question just on the legal case.,"Um, and then third and final question, just on, on the legal case.",and then further final question just on the legal case,and then 3rd and final question just on on the legal case
4.6200625,"to talk about years' acquisition in Spain, which were announced in July.","To talk about the reacquisition in Spain, which, uh, we announced, uh, in July.",to talk about years acquisition in spain which were announced in july,to talk about the reacquisition in spain which we announced in july
5.04,"By comparison, our previous Half Moon Rotation School in April was at around a multiple of one point.","By comparison, our previous asset rotation deal in April was at around a multiple of 1.6.",by comparison our previous half moon rotation school in april was at around a multiple of one point,by comparison our previous asset rotation deal in april was at around a multiple of one.6
6.600125,"and I mean I was about to say, we're comfortable with the run, right, with the 2 gigawatts.","And I mean, this is all just to say, come, we're comfortable with the run rate as a two gigawatts.",and i mean i was about to say we are comfortable with the run right with the 2 gigawatts,and i mean this is all just to say come we are comfortable with the run rate as a 2 gigawatts
8.560125,or to read it to a less good outlier in the second half of either your detail.,"You sort of alluded to, uh, a, a less good outlook in the second half, Iberia, um, uh, retail.",or to read it to a less good outlier in the 2nd half of either your detail,you sort of alluded to a a less good outlook in the 2nd half iberia retail
10.5200625,"So to understand it, there is now a potential legal case where E d p with the, a, a defendant","So, so as I understand it, there's now a, a potential legal case where, um, EDP would be, um, a, a defendant.",so to understand it there is now a potential legal case where e d p with the a a defendant,so so as i understand it there is now a a potential legal case where edp would be a a defendant
7.780125,"I mean we are still in the process of making some, we are still making some, and that's... have to be disciplined in how we approach this...","I mean, we go to these auctions, we win some, we lose some, and that's, just have to be disciplined in how we approach this.",i mean we are still in the process of making some we are still making some and that is have to be disciplined in how we approach this .,i mean we go to these auctions we win some we lose some and that is just have to be disciplined in how we approach this
14.5399375,"so that timeline is uncertain, but certainly it's something that we can't expect a lot of news in a short term, it could drag on, as you know, and we've created in Portugal, it's typically do drag on for a number of years.","So the timeline is uncertain but certainly it's something that we don't expect a lot of news in the short term to drag on, as you know, the legal cases in Portugal typically do drag on for a number of years.",so that timeline is uncertain but certainly it is something that we can not expect a lot of news in a short term it could drag on as you know and we have created in portugal it is typically do drag on for a number of years,so the timeline is uncertain but certainly it is something that we do not expect a lot of news in the short term to drag on as you know the legal cases in portugal typically do drag on for a number of years
4.0600625,I can still expect that to be done by the fourth quarter.,"And, um, we expect that to be done by the fourth quarter.",i can still expect that to be done by the 4th quarter,and we expect that to be done by the 4th quarter
14.4000625,and don't forget to subscribe to our channel. So there now the next question comes from the speaker.,"<inaudible> Sorry, now the next question comes from Manuel Palermo from <inaudible>.",and do not forget to subscribe to our channel so there now the next question comes from the speaker,sorry now the next question comes from manuel palermo from
7.64,"To both wind and solar, an implicit E.V. multiple is two point one million dollars per megawatt, as in C.E.D. as I mentioned.","There's both wind and solar for an implicit <inaudible> multiple of $2.1 million per megawatt, as the COD, as I mentioned.",to both wind and solar an implicit e v multiple is $2100000 per megawatt as in c e d as i mentioned,there is both wind and solar for an implicit multiple of $2100000 per megawatt as the cod as i mentioned
7.4600625,"So, just show the following. You know that this expectation is already reflected in our guidance which we have been providing.","So I just wanted to remind you that this expectation is already reflected in our guidance, which we've been providing.",so just show the following you know that this expectation is already reflected in our guidance which we have been providing,so i just wanted to remind you that this expectation is already reflected in our guidance which we have been providing
19.2601875,"So we don't provide that information, but I think the fact that we are able to deliver the T.K. and deliver the growth shows that it's a pretty solid private that we have that backing, that following, and the sort we get just to be clear on the first answer, and thank you that was very comprehensive.","So we don't provide that information but, um, but I think the fact that we are able to deliver the PPAs and deliver the, the growth shows that it's a pretty solid pipeline that we have that's stacking up and <inaudible> Sorry <inaudible> again, just to be clear on the first answer, and thank you, that was very comprehensive.",so we do not provide that information but i think the fact that we are able to deliver the t k and deliver the growth shows that it is a pretty solid private that we have that backing that following and the sort we get just to be clear on the 1st answer and thank you that was very comprehensive,so we do not provide that information but but i think the fact that we are able to deliver the ppas and deliver the the growth shows that it is a pretty solid pipeline that we have that is stacking up and sorry again just to be clear on the 1st answer and thank you that was very comprehensive
12.2000625,"but I think this was well received by the markets, and totally critical to support various requisition, not just a bit more on the Tiger Un, but I think the general perception was very positive.","But I think this is well received by the markets, um, it's obviously critical to support the reacquisition, perhaps a little bit more on this later on, but I think the general perception was very positive.",but i think this was well received by the markets and totally critical to support various requisition not just a bit more on the tiger un but i think the general perception was very positive,but i think this is well received by the markets it is obviously critical to support the reacquisition perhaps a little bit more on this later on but i think the general perception was very positive
3.7000625,"In fact, we expect all these transactions to be completed in a fortnight or so.","In fact, we expect all these transactions to be completed in the fourth quarter <inaudible>.",in fact we expect all these transactions to be completed in a fortnight or so,in fact we expect all these transactions to be completed in the 4th quarter
9.1800625,"However, we also saw from negative pressure on the The Transcription of the Brazilian Real and the Contraction of the Electrify Demand in some of our team markets.","Our group, we also saw some negative pressure on EBITDA from depreciation of the Brazilian Real, and the contraction of the electricity demand in some of our key markets.",however we also saw from negative pressure on the the transcription of the brazilian real and the contraction of the electrify demand in some of our team markets,our group we also saw some negative pressure on ebitda from depreciation of the brazilian real and the contraction of the electricity demand in some of our key markets
3.1199375,and we would be able to elaborate a little bit.,"Um, you know, I think then we would then be able to elaborate a little bit more.",and we would be able to elaborate a little bit,you know i think then we would then be able to elaborate a little bit more
4.0599375,I think this is a critical step to reduce the regular uncertainty.,I think this is a critical step to reduce the regulatory uncertainty.,i think this is a critical step to reduce the regular uncertainty,i think this is a critical step to reduce the regulatory uncertainty
0.500125,Thank you.,Thank you so much.,thank you,thank you so much
9.460125,"As you know, within Renewables we were at a run rate of around seven hundred megawatts, and we're ramping up to around two gigawatts.","As you know, within renewables, we were at a run rate of around 700 megawatts, and we're ramping up to around two gigawatts.",as you know within renewables we were at a run rate of around 700 megawatts and we are ramping up to around 2 gigawatts,as you know within renewables we were at a run rate of around 700 megawatts and we are ramping up to around 2 gigawatts
0.62025,to make sure.,You may now disconnect.,to make sure,you may now disconnect
7.4000625,or to use the correct translation.,Pleasure.,or to use the correct translation,pleasure
2.4400625,she is going to go to the library.,Please go ahead.,she is going to go to the library,please go ahead
1.8401875,and what interested and un-,"Um, what I'm interested in is what's, what's changed.",and what interested and un,what i am interested in is what is what is changed
7.300125,FOR READY! Bye! Miss conclude today's conference course on Thank You for Your Participation.,"Bye. Thank you. This is all for today's conference call, thank you for your participation.",for ready bye miss conclude today is conference course on thank you for your participation,bye thank you this is all for today is conference call thank you for your participation
11.8399375,and what you are attuning to you have to ask in your year of 85 to 39 so that it is based upon a marked market as of as of...,"Um, and what you're assuming for the US, uh, dollar in, in your, uh, 0.85 to 0.9, so is that, is that based upon a mark to market as of, uh, as of today?",and what you are attuning to you have to ask in your year of 85 to 39 so that it is based upon a marked market as of as of .,and what you are assuming for the us dollar in in your 0.85 to 0.9 so is that is that based upon a mark to market as of as of today
11.1600625,"This is something I think we have been flagging, and you guys have also asked us about this for the last year or so, and I think we're seeing that's flowing through now, the piano.","This is something I think we've been flagging, and you guys have also asked us about this for the last year or so, and I think we're seeing that's, um, flowing through now the <inaudible>.",this is something i think we have been flagging and you guys have also asked us about this for the last year or so and i think we are seeing that is flowing through now the piano,this is something i think we have been flagging and you guys have also asked us about this for the last year or so and i think we are seeing that is flowing through now the
3.6801875,"In the US, the only way to benefit from the accent is the PTC.","In the US, definitely we benefit from the extension of the BTCs.",in the us the only way to benefit from the accent is the ptc,in the us definitely we benefit from the extension of the btcs
19.5800625,"in English. In March, tuesday, the crisis, Brazil took several prevented measures to protect financial equity, i.e. there were a lot of uncertainties at the time, so they initially cut to the dividend proposal and had some capex","In March 2020, um, so beginning of the crisis, Brazil took several preventive measures to protect financial liquidity, it was for a lot of uncertainty at the time, so they initially cut the dividend proposal and had some capex postponed with an increase of credit lines.",in english in march tuesday the crisis brazil took several prevented measures to protect financial equity i e there were a lot of uncertainties at the time so they initially cut to the dividend proposal and had some capex,in march 2020 so beginning of the crisis brazil took several preventive measures to protect financial liquidity it was for a lot of uncertainty at the time so they initially cut the dividend proposal and had some capex postponed with an increase of credit lines
3.88025,and what one of costs do you include in there.,And what one-off costs do you include in there?,and what one of costs do you include in there,and what one off costs do you include in there
6.2800625,"I don't do well much on that, but I think the Market Reaction to Apparitions shows the merits of the combined acquisition and the white-ishness.",I won't dwell much on it but I think the market reactions to the operation show the merits of the combined acquisition and the <inaudible> deal.,i do not do well much on that but i think the market reaction to apparitions shows the merits of the combined acquisition and the white ishness,i will not dwell much on it but i think the market reactions to the operation show the merits of the combined acquisition and the deal
4.7600625,so that we can find the right people for it.,"Um, so, maybe on positives and negatives versus May.",so that we can find the right people for it,so maybe on positives and negatives versus may
10.6200625,"in the presentation. On top of that, we note 2.7 billion proceeds from two disposes in the IBEA, so the six IRE prints in Portugal and the two CITI's in the BTC supply.","On top of that, we're down to 2.7 million proceeds from two disposals in Iberia, so the, the six hydro plants in Portugal, and the two teams in the B2C supply portfolios.",in the presentation on top of that we note 2700000000 proceeds from 2 disposes in the ibea so the 6 ire prints in portugal and the 2 citi is in the btc supply,on top of that we are down to 2700000 proceeds from 2 disposals in iberia so the the 6 hydro plants in portugal and the 2 teams in the b 2 c supply portfolios
5.8399375,Is that something that is expected perhaps to drag on for years or tens of years?,"Is that something that is expected perhaps to drag on for, for years or, or tens of years?",is that something that is expected perhaps to drag on for years or 10s of years,is that something that is expected perhaps to drag on for for years or or 10s of years
0.4400625,as you,Thank you.,as you,thank you
14.0200625,"In the first half of seventy twenty, eighty percent of our lecture see production came from renewables, and our C.L. mission expected to decrease by fifty seven percent, which was very much supported by than seventy four percent contraction in co production.","In the first half of 2020, 80% of our electricity production came from renewables, and our CO2 emissions further decreased by 57%, obviously this is very much supported by the, the 74% contraction in coal production.",in the 1st half of 702080% of our lecture see production came from renewables and our c l mission expected to decrease by 57% which was very much supported by than 74% contraction in co production,in the 1st half of 2020 80% of our electricity production came from renewables and our co 2 emissions further decreased by 57% obviously this is very much supported by the the 74% contraction in coal production
1.8400625,Let's move on to Flight thirteen.,Let's move on to Slide 13.,let us move on to flight 13,let us move on to slide 13
3.160125,But I think his recent translations are a little strong step in this direction.,I think these recent transactions are really a strong step in this direction.,but i think his recent translations are a little strong step in this direction,i think these recent transactions are really a strong step in this direction
4.960125,"So it's kind of if I were to think Ibiza would be 400k and 300k, right?","So it's kind of, if I were to think, EBITDA would be 400 gains and 300 cost, right?",so it is kind of if i were to think ibiza would be 400 k and 300 k right,so it is kind of if i were to think ebitda would be 400 gains and 300 cost right
9.520125,"on the topic. But over all, if we consider that proactive portrayal of a major source of bad interpretation,","Overall, I think we consider this, uh, proactive portfolio restructuring has been a major source of value creation.",on the topic but over all if we consider that proactive portrayal of a major source of bad interpretation,overall i think we consider this proactive portfolio restructuring has been a major source of value creation
1.9201875,or press F1 to slide 15.,So let's just move to slide 15.,or press f one to slide 15,so let us just move to slide 15
13.1800625,"I suppose that already mentioned we had pretty solid results in energy management in the first half, and just complicated the negative effects from weaker volumes and lower energy prices.","Those, already mentioned, we had pretty solid results in energy management in the first half, and this compensated the negative effects from weaker volumes and low energy prices.",i suppose that already mentioned we had pretty solid results in energy management in the 1st half and just complicated the negative effects from weaker volumes and lower energy prices,those already mentioned we had pretty solid results in energy management in the 1st half and this compensated the negative effects from weaker volumes and low energy prices
4.78,You have seen it come out by night and to take it to your,"You'll have seen, um, it came out last night and to, to take you through it.",you have seen it come out by night and to take it to your,you will have seen it came out last night and to to take you through it
2.6200625,and maybe we start to agree the questions on it.,"Um, maybe we start with, with the questions on the phone, please.",and maybe we start to agree the questions on it,maybe we start with with the questions on the phone please
23.8800625,and to relate it to recent actions and what you view on the result from that action and why you did not gain any or why you were not a word of these projects under the different auctionalities for the auction.,"And, uh, two, uh, related to recent auction, uh, and, uh, um, well, what's your, what's your view on, on the results from, from that auction and why, uh, did you, uh, did not, uh, gain any, uh, <inaudible> you were not awarded any of these, uh, project things that is under the different optionality for the auction.",and to relate it to recent actions and what you view on the result from that action and why you did not gain any or why you were not a word of these projects under the different auctionalities for the auction,and 2 related to recent auction and well what is your what is your view on on the results from from that auction and why did you did not gain any you were not awarded any of these project things that is under the different optionality for the auction
4.8799375,'Order' is a pretty slow month for typical surveys and it's a,"August is a pretty slow month, judicial holidays, and, um, what else?",order is a pretty slow month for typical surveys and it is a,august is a pretty slow month judicial holidays and what else
9.740125,Several million year or year on year in fact in Evita. Also at the net profit level this is much less relevant than also those minorities.,"Several million euros year on year impact on EBITDA, obviously at the net profit level this is much less relevant, so it's also plus minorities.",several 1000000 year or year on year in fact in evita also at the net profit level this is much less relevant than also those minorities,several €1000000 year on year impact on ebitda obviously at the net profit level this is much less relevant so it is also plus minorities
15.58,"for your trans. Can you talk about your funding needs after the capital increase and reasoned that yourselves, setting issued equity, do no longer need to issue, I rebut? Will the focus be more on teaching shippers a near depth in the future?","Um, can you talk about your funding needs after the capital increase, and recent deficit sales having issued equity, you no longer need to issue <inaudible> debt, uh, will the focus be more on issuing cheaper senior debt in future?",for your trans can you talk about your funding needs after the capital increase and reasoned that yourselves setting issued equity do no longer need to issue i rebut will the focus be more on teaching shippers a near depth in the future,can you talk about your funding needs after the capital increase and recent deficit sales having issued equity you no longer need to issue debt will the focus be more on issuing cheaper senior debt in future
2.7,It's also possible across related to the estimated cognitive,It's also passive cost-related to the estimated COVID impact.,it is also possible across related to the estimated cognitive,it is also passive cost related to the estimated covid impact
13.2,"We've been hiring a lot of people, we've been trying to building out the organization, obviously to match that, so this year we would be already obviously now the co-<|ko|>","I mean, we've been hiring a lot of people, we've been sort of building up the organization, um, obviously to match that so, you know, this year will be already, obviously now for COVID, it's been slightly delayed, the number of megawatts we're building this year.",we have been hiring a lot of people we have been trying to building out the organization obviously to match that so this year we would be already obviously now the co,i mean we have been hiring a lot of people we have been sort of building up the organization obviously to match that so you know this year will be already obviously now for covid it has been slightly delayed the number of megawatts we are building this year
11.7400625,But the positive ones we already seen I think the Brazilian Riau has continued to devalue further. First is where we were in back in May.,"But the positive ones we've already seen, I think the Brazilian Real will continue to, to devalue, um, a little bit further versus where we, we were in, uh, back in May.",but the +ones we already seen i think the brazilian riau has continued to devalue further 1st is where we were in back in may,but the +ones we have already seen i think the brazilian real will continue to to devalue a little bit further versus where we we were in back in may
7.1199375,and so we're really flushing out some of the in the different markets and the markets where we are to make sure we can continue to deliver those.,"And so we're really fleshing out in different markets and the markets where we already are to make sure we can continue to deliver those, those megawatts.",and so we are really flushing out some of the in the different markets and the markets where we are to make sure we can continue to deliver those,and so we are really fleshing out in different markets and the markets where we already are to make sure we can continue to deliver those those megawatts
5.9400625,"So, I see that in relation to the capacity for more growth.","So I'd say that's in relation to the, the capacity for, for more growth.",so i see that in relation to the capacity for more growth,so i would say that is in relation to the the capacity for for more growth
15.300125,".""Obsessing the key, items here are the impairments and the coal assets, following the closer, i.e. the closure of scenesh coals plants in southeastern one, the non-savage july, and also the one of cost of the hybrid pond we purchased, which we given the first quarter as he went on.","Essentially, the key items here are the impairments in the coal assets following the, the closure, again, specific closure of <inaudible> we're now planning to live, and also the one-off cost of the hybrid fund we purchased which we were given the first quarter of this year.",obsessing the key items here are the impairments and the coal assets following the closer i e the closure of scenesh coals plants in southeastern one the non savage july and also the one of cost of the hybrid pond we purchased which we given the 1st quarter as he went on,essentially the key items here are the impairments in the coal assets following the the closure again specific closure of we are now planning to live and also the one off cost of the hybrid fund we purchased which we were given the 1st quarter of this year
7.18,"looking at a macro environment, strong appreciating the present real so that, well, since our financial nearest.","Looking at the macro environment, um, strong depreciation in Brazil Real so that worsens our financial euros.",looking at a macro environment strong appreciating the present real so that well since our financial nearest,looking at the macro environment strong depreciation in brazil real so that worsens our financial euros
5.5999375,"In relation to legal case, it is not really that much I can add to what is said in the town.","Um, in relation to the legal case, there was not really very much I can add to what he said in the past.",in relation to legal case it is not really that much i can add to what is said in the town,in relation to the legal case there was not really very much i can add to what he said in the past
14.10025,"But this year it had a particularity which is you could also beat with storage, so seventy five per cent of the solar of the seven hundred megawatts ended up being taken in the moderate which is solar plus storage.","But this year had a particularity which is you could also bid with storage, so 75% of the solar, of the, of the 700 megawatts ended up being taken in the modality which is solar plus storage.",but this year it had a particularity which is you could also beat with storage so 75% of the solar of the 700 megawatts ended up being taken in the moderate which is solar plus storage,but this year had a particularity which is you could also bid with storage so 75% of the solar of the of the 700 megawatts ended up being taken in the modality which is solar plus storage
2.0399375,for the question.,So thanks for the questions.,for the question,so thanks for the questions
12.44,"But, then, we're also disciplined about what we see as the returns that we expect for these type of projects, and so we'll go in and we'll have a price that we're willing to go to.","But then we're also disciplined about what we see is the, the return that we expect for, for these type of projects and so we'll go in, and we'll have a, a price that we're willing to, uh, to go to.",but then we are also disciplined about what we see as the returns that we expect for these type of projects and so we will go in and we will have a price that we are willing to go to,but then we are also disciplined about what we see is the the return that we expect for for these type of projects and so we will go in and we will have a a price that we are willing to to go to
6.7401875,"so there is a lot of focus here on the business point execution, but throughout the spirits, you know, despite the lockdown, it never been removed.","So there's a lot of focus here on the business plan execution throughout this period, you know, despite the lockdown we have been remote.",so there is a lot of focus here on the business point execution but throughout the spirits you know despite the lockdown it never been removed,so there is a lot of focus here on the business plan execution throughout this period you know despite the lockdown we have been remote
12.84,"And I think we should talk about this a little bit in the past, only in some of the conversations, that you sometimes need to be developing a pipeline for four five or six years in different geographies until you actually get it to maturity.","And I think we've talked, talked about this a little bit in the past, I mean, in some of the conversations that sometimes you need to be developing this pipeline for four, five, six years in different geographies until you actually get it to maturity.",and i think we should talk about this a little bit in the past only in some of the conversations that you sometimes need to be developing a pipeline for 45 or 6 years in different geographies until you actually get it to maturity,and i think we have talked talked about this a little bit in the past i mean in some of the conversations that sometimes you need to be developing this pipeline for 456 years in different geographies until you actually get it to maturity
