duration,predictions,gt,predictions_clean,gt_clean
4.22,"and on the engine side, the C mate in Nelson. So also expect to be able to do this.",And on the energy side to see made in Belgium is also expected before the end of this year.,and on the engine side the c mate in nelson so also expect to be able to do this,and on the energy side to see made in belgium is also expected before the end of this year
1.4000625,Thanks for giving me questions.,Thanks for getting the questions.,thanks for giving me questions,thanks for getting the questions
8.38025,"So in that respect, I think that little commitment is still there. And it's a question now of following this and seeing how it evolves.","So in that respect, I think that political commitment is still there, and it's a question now of, of following this and seeing how it's, how it evolves.",so in that respect i think that little commitment is still there and it is a question now of following this and seeing how it evolves,so in that respect i think that political commitment is still there and it is a question now of of following this and seeing how it is how it evolves
7.9800625,"So you have 400 million gains from rotation, before taxes, and those not very high tax rate here. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point. So that's a very good point.","So you have 400 million gains from rotation, uh, before tax season those not very high tax rate here.",so you have 400000000 gains from rotation before taxes and those not very high tax rate here so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point so that is a very good point,so you have 400000000 gains from rotation before tax season those not very high tax rate here
6.0399375,"So I think there's a strong market there for it, it's a product.",So I think there's a strong market there for the product.,so i think there is a strong market there for it it is a product,so i think there is a strong market there for the product
9.4800625,"It's essentially made flour and sea-maid, which are the ones that have the greatest impact in that.","Um, so it's essentially Mayflower and <inaudible> which are the ones that have, will have the greatest impact in that.",it is essentially made flour and sea maid which are the ones that have the greatest impact in that,so it is essentially mayflower and which are the ones that have will have the greatest impact in that
6.0800625,"The presidential approval, which is required to proceed with the release of the decal goes with the legislator. So, .","So the presidential approval is required to proceed, uh, with the release of the details from the regulator.",the presidential approval which is required to proceed with the release of the decal goes with the legislator so,so the presidential approval is required to proceed with the release of the details from the regulator
3.1200625,"But again, we think that's on track.","But, um, but again, we, we think that's on track.",but again we think that is on track,but but again we we think that is on track
3.2,"So now let's move to slide 14, and just a word on Brazil.","So now let's move to slide 14, and just a word on Brazil.",so now let us move to slide 14 and just a word on brazil,so now let us move to slide 14 and just a word on brazil
4.320125,is a reference that we should use.,"It's the, the reference that, uh, that we should use.",is a reference that we should use,it is the the reference that that we should use
2.299875,So that's a relatively good question.,"Um, so that's relatively a quick question.",so that is a relatively good question,so that is relatively a quick question
9.300125,"be, I mean, due to the more active deck management, the rates of murdering them were much higher than those for you finding we've got this here.","The, I mean, it's due to the more active debt management, um, as the rates of maturing debt were much higher than those for new financing we've got this year.",be i mean due to the more active deck management the rates of murdering them were much higher than those for you finding we have got this here,the i mean it is due to the more active debt management as the rates of maturing debt were much higher than those for new financing we have got this year
3.12025,in relation to your question on the net profit.,"Um, in relation to your question on the, the net profit.",in relation to your question on the net profit,in relation to your question on the the net profit
5.40025,America. Hi everyone and three questions from the audience.,"Hi everyone, and three questions from me please.",america hi everyone and 3 questions from the audience,hi everyone and 3 questions from me please
12.5200625,"Then renewables, as you know, 84% of the 7G, 7G-GW targets. So with the spears, it's a long-term contract. We're well-positioned now for the accelerated growth in Europe and in the US.","But renewables, as you know, 84% of the seven gigawatts targets, um, for the periods of long term contracts, we're well positioned now for accelerated growth in, in Europe and in the US.",then renewables as you know 84% of the 7 g 7 g gw targets so with the spears it is a long term contract we are well positioned now for the accelerated growth in europe and in the us,but renewables as you know 84% of the 7 gigawatts targets for the periods of long term contracts we are well positioned now for accelerated growth in in europe and in the us
6.7000625,"as we were also participated last year. We were awarded not in the auction, but afterwards and with the project there.","So obviously we also participated last year, you know, we were awarded, not in the auction, but afterwards with the, with the project there.",as we were also participated last year we were awarded not in the auction but afterwards and with the project there,so obviously we also participated last year you know we were awarded not in the auction but afterwards with the with the project there
12.279875,"We have the pipeline and I think that's something that we've all stressed is the big change, I think strategically, that we had was to build as much as we can.","We have a pipeline, and I think that's something that, you know, we've all stressed is the big change, I think strategically that we, we had was to build as much as we can.",we have the pipeline and i think that is something that we have all stressed is the big change i think strategically that we had was to build as much as we can,we have a pipeline and i think that is something that you know we have all stressed is the big change i think strategically that we we had was to build as much as we can
6.7400625,"that it should be reduced in line with the system debt. Unfortunately, this coincides with the COVID.","That it should be reduced in line with the system debt, unfortunately, this coincided with the COVID.",that it should be reduced in line with the system debt unfortunately this coincides with the covid,that it should be reduced in line with the system debt unfortunately this coincided with the covid
16.780125,"within the variables and despite the 80% increase in our hierapherdition in Liberium, that's 4% below historical average, the hero Li Vita had a 8% decline, mainly due to the decline in the wind in the solar.","Within renewables, and despite the 80% increase in our hydro production in Iberia, um, 4% below historical average, the, the hydro EBITDA had an 8% decline mainly due to the decline in the wind and solar.",within the variables and despite the 80% increase in our hierapherdition in liberium that is 4% below historical average the hero li vita had a 8% decline mainly due to the decline in the wind in the solar,within renewables and despite the 80% increase in our hydro production in iberia 4% below historical average the the hydro ebitda had an 8% decline mainly due to the decline in the wind and solar
9.800125,This includes the long-term partnership with Macquarie for the electricity distribution business in Spain. It reinforced our regulated and long-term contract image profile.,"This includes as you know, the long term partnership with Macquarie for the electricity distribution business in Spain, it's reinforces our regulated and long term protected risk profile.",this includes the long term partnership with macquarie for the electricity distribution business in spain it reinforced our regulated and long term contract image profile,this includes as you know the long term partnership with macquarie for the electricity distribution business in spain it is reinforces our regulated and long term protected risk profile
3.640125,So I think this is a really strong performance from the Darby and businesses here.,I think this is a really strong performance from the Iberian businesses here.,so i think this is a really strong performance from the darby and businesses here,i think this is a really strong performance from the iberian businesses here
7.0400625,But I don't think this has any impact or material impact from a evaluation perspective. The PTCs will still be there.,"But I, I don't think this has any impact or material impact from an evaluation perspective, the PTCs will still be there.",but i do not think this has any impact or material impact from a evaluation perspective the ptcs will still be there,but i i do not think this has any impact or material impact from an evaluation perspective the ptcs will still be there
4.480125,Maybe a note here on the after rotation.,"Maybe a note here on, um, the asset rotations.",maybe a note here on the after rotation,maybe a note here on the asset rotations
10.8399375,"I've just got two questions, one in particular in which I will ask you to please update us on the latest on the Starlink AI news attack.","I've just got, uh, uh, two questions, where one regarding portability which I will ask you to please update us on the latest on the <inaudible> tax.",i have just got 2 questions one in particular in which i will ask you to please update us on the latest on the starlink ai news attack,i have just got 2 questions where one regarding portability which i will ask you to please update us on the latest on the tax
3.6800625,And then it goes beyond that. And we'll check out and we'll use that.,"And then it goes beyond that, and then we'll step out and we'll invest elsewhere.",and then it goes beyond that and we will check out and we will use that,and then it goes beyond that and then we will step out and we will invest elsewhere
13.2000625,"And I would say that in relation to the phase extraordinary tax, there's a commitment to have this involved, and that was set out in the government budget for the year.","And I would say that, in relation to the sales, the extraordinary tax, serves as a commitment to have this evolve, and that was set out in the government budget for the year.",and i would say that in relation to the phase extraordinary tax there is a commitment to have this involved and that was set out in the government budget for the year,and i would say that in relation to the sales the extraordinary tax serves as a commitment to have this evolve and that was set out in the government budget for the year
6.0200625,"Finally, the improvement in client solutions and energy management, I think this was a strong improvement.","Finally, the, the improvements in climate solutions and energy management, I think this is a strong improvement.",finally the improvement in client solutions and energy management i think this was a strong improvement,finally the the improvements in climate solutions and energy management i think this is a strong improvement
6.1800625,"2020. Finally, I think we have we are reaching the end of the poll.","Um, finally, I think we have, uh, we are reaching the end of the, the call.",2020 finally i think we have we are reaching the end of the poll,finally i think we have we are reaching the end of the the call
14.1800625,"So as you can see here on the table on the right hand side, we continue to have some short term deck matrices with relatively high rates that will be maturing there with the next quarter. So this is continuing to support the downward trend on the average cost of the next couple of years.","So as you can see here, on the table on the right hand side, we continue to have some short term debt maturities with relatively high rates, that will be maturing over the next quarter, so let's just continue to support the downward trend on the average cost of debt over the, the next couple of years.",so as you can see here on the table on the right hand side we continue to have some short term deck matrices with relatively high rates that will be maturing there with the next quarter so this is continuing to support the downward trend on the average cost of the next couple of years,so as you can see here on the table on the right hand side we continue to have some short term debt maturities with relatively high rates that will be maturing over the next quarter so let us just continue to support the downward trend on the average cost of debt over the the next couple of years
11.259875,"So I think we'll be well ahead of what was our initial expectation. That's allowing us to mitigate the impacts of the COVID, which was the second part of this question.","So I think we'll be well ahead of what was our initial expectation that's allowing us to mitigate the impacts of, uh, of the COVID, which, uh, was the second part of this question.",so i think we will be well ahead of what was our initial expectation that is allowing us to mitigate the impacts of the covid which was the 2nd part of this question,so i think we will be well ahead of what was our initial expectation that is allowing us to mitigate the impacts of of the covid which was the 2nd part of this question
13.6600625,"και αν θα βάζω αυτή τη στιγμή με τις ευρωπαϊκές σχέσεις, θα βλέπω πολύ ενδιαφέρον την σχέση που σας έλεγα, ότι εμείς είμαστε πολύ ενδιαφέρον για τις δημοσιογράφεις στην Ελλάδα και στην Ευρώπη.","And if I put that together with your recent balance sheet measures, very interesting the sentence you use there, you said, We are well positioned for growth opportunities in Europe and the US.",και αν θα βαζω αυτη τη στιγμη με τις ευρωπαικες σχεσεις θα βλεπω πολυ ενδιαφερον την σχεση που σας ελεγα οτι εμεις ειμαστε πολυ ενδιαφερον για τις δημοσιογραφεις στην ελλαδα και στην ευρωπη,and if i put that together with your recent balance sheet measures very interesting the sentence you use there you said we are well positioned for growth opportunities in europe and the us
11.540125,"On the balance sheet, obviously it reports us a billion years of white tissue, as mentioned, and it reinforced the low-operated proof profile with the increased weight of fun. So the regulated activities.","On the balance sheet, obviously reinforce that's a billion euros of rights issue, um, as mentioned, reinforce the low operating risk profile with the increased rate of, um, for the regulated activities.",on the balance sheet obviously it reports us a 1000000000 years of white tissue as mentioned and it reinforced the low operated proof profile with the increased weight of fun so the regulated activities,on the balance sheet obviously reinforce that is a €1000000000 of rights issue as mentioned reinforce the low operating risk profile with the increased rate of for the regulated activities
22.26,"Maybe just before I go through the some of the numbers, just to mention that Covince has definitely presented some challenges over these last few months. I really think it also shows that the strong foundations of our business and the resilience and the robust response has allowed us to continue to make progress on the execution of our strategic business plan.","Maybe just before I go through the, some of the numbers, just to mention that COVID definitely presented some challenges over these last few months, but I really think it also shows that the strong foundations of our business and, and the resilience, and the, the robust response has allowed us to continue to make progress on execution of our strategic business plan.",maybe just before i go through the some of the numbers just to mention that covince has definitely presented some challenges over these last few months i really think it also shows that the strong foundations of our business and the resilience and the robust response has allowed us to continue to make progress on the execution of our strategic business plan,maybe just before i go through the some of the numbers just to mention that covid definitely presented some challenges over these last few months but i really think it also shows that the strong foundations of our business and and the resilience and the the robust response has allowed us to continue to make progress on execution of our strategic business plan
6.4800625,regarding portable optimization. So we've already caused or agreed more than 55% of the four billion proceeds related to that.,"Regarding portfolio optimization, so we've already closed as agreed more than 55% of the four billion proceeds related to asset rotation.",regarding portable optimization so we have already caused or agreed more than 55% of the 4000000000 proceeds related to that,regarding portfolio optimization so we have already closed as agreed more than 55% of the 4000000000 proceeds related to asset rotation
7.14,"The European institutions also created the jump transition fund, which can also be used to support reaches affected by the cold plant shutdown.","The, the European institutions also created the just transition funds, uh, which can also be used to support the regions affected by the coal plants shutdown.",the european institutions also created the jump transition fund which can also be used to support reaches affected by the cold plant shutdown,the the european institutions also created the just transition funds which can also be used to support the regions affected by the coal plants shutdown
13.9800625,"In relation to installed capacity by 2020, the number should be offset by the consolidation of the 500 megawatts of wind capacity coming from Bieszko, which the minister is also expecting before year end.","In relation to install capacity by 2020 the number should be offset by the consolidation of the, the 500 megawatts of wind capacity coming from <inaudible> which <inaudible> closing is also expected before year end.",in relation to installed capacity by 2020 the number should be offset by the consolidation of the 500 megawatts of wind capacity coming from bieszko which the minister is also expecting before year end,in relation to install capacity by 2020 the number should be offset by the consolidation of the the 500 megawatts of wind capacity coming from which closing is also expected before year end
10.5800625,"In local currency, VBATF from networks in Brazil grew 4%, supported by the expansion of the transmission activities, fully mitigating the 8% decline of electricity demand in our distribution areas.","In local currencies the EBITDA networks in Brazil grew 12%, supported by the expansion of the transmission activities fully mitigating the 8% decline of electricity demand in our distribution areas.",in local currency vbatf from networks in brazil grew 4% supported by the expansion of the transmission activities fully mitigating the 8% decline of electricity demand in our distribution areas,in local currencies the ebitda networks in brazil grew 12% supported by the expansion of the transmission activities fully mitigating the 8% decline of electricity demand in our distribution areas
13.6200625,"Our brick position is also reinforced not only by the reclosure of coal, but also involvement in some of the energy transition projects, including we're getting participated in the green hydrogen project in Portugal.","I reposition this also reinforced not only by the, the closure of coal, but also involvement in some of the energy transition projects, uh, including, uh, work beginning to participate in the Green Hydrogen Project, um, in Portugal.",our brick position is also reinforced not only by the reclosure of coal but also involvement in some of the energy transition projects including we are getting participated in the green hydrogen project in portugal,i reposition this also reinforced not only by the the closure of coal but also involvement in some of the energy transition projects including work beginning to participate in the green hydrogen project in portugal
2.52,There's a lot of support for suppliers to clients.,There's a lot of support for our suppliers to clients.,there is a lot of support for suppliers to clients,there is a lot of support for our suppliers to clients
13.42025,"I tell you this because you're talking about a 190-degree or one-off cost from the bottom line, from the senaash, the liability management, early purchasing of bond, and extraordinary tax.","I tell you this because you're talking about 190 medial one-off costs from the bottom line from, you know, C Nash, the liability management early purchases a bond at extraordinary tax.",i tell you this because you are talking about a 190 degree or one off cost from the bottom line from the senaash the liability management early purchasing of bond and extraordinary tax,i tell you this because you are talking about 190 medial one off costs from the bottom line from you know c nash the liability management early purchases a bond at extraordinary tax
6.0999375,"In relation to COVID, so we were obviously impacted by COVID and heavily impacted by COVID.","In relation to COVID, so we were obviously impacted by COVID and, and, and heavily impacted by COVID.",in relation to covid so we were obviously impacted by covid and heavily impacted by covid,in relation to covid so we were obviously impacted by covid and and and heavily impacted by covid
6.0400625,This benefit is opposite from the significant decline in the energy prices and the increasing the energy market's volatility.,"Uh, this benefited obviously from the significant decline in the energy prices and the increase in the energy markets volatility.",this benefit is opposite from the significant decline in the energy prices and the increasing the energy market is volatility,this benefited obviously from the significant decline in the energy prices and the increase in the energy markets volatility
3.7400625,"Later, we will conduct a question and answer session.","Later, we will conduct a question and answer session.",later we will conduct a question and answer session,later we will conduct a question and answer session
6.759875,"accounts for that, or is there no impension? You know, so then, be very, I'll be very clear about that.","no. <crosstalk> Listen, I'll be very, uh, I'll be very clear about that.",accounts for that or is there no impension you know so then be very i will be very clear about that,no listen i will be very i will be very clear about that
11.4000625,"In transmission, we had some delays in the construction works, given codex, but the construction is resumed. 71% of the total caffex that the six transmission lines was already executed.","In transmission, we had some delays in the construction works, um, given COVID but construction has resumed 71% total capex of six transmission lines was already executed.",in transmission we had some delays in the construction works given codex but the construction is resumed 71% of the total caffex that the 6 transmission lines was already executed,in transmission we had some delays in the construction works given covid but construction has resumed 71% total capex of 6 transmission lines was already executed
6.7800625,"This was exclusively driven by the IBM business, at an increase of 120 million euros, so it almost doubled.","This is exclusively driven by the Iberian business, at an increase of €120 million so it almost doubled.",this was exclusively driven by the ibm business at an increase of €120000000 so it almost doubled,this is exclusively driven by the iberian business at an increase of €120000000 so it almost doubled
4.519875,So is there something that you think could come to a head relatively quickly?,"Or is this something that you think could come to heads relatively, uh, quickly?",so is there something that you think could come to a head relatively quickly,or is this something that you think could come to heads relatively quickly
17.74,have there been a sort of negative movement in the outlook for retail or any other part of the business that perhaps it means less looking at a kind of guidance upgrade or beef? Or is it just that the COVID impacts are actually bigger than what you'd anticipated back in May?,"Has it been a sort of negative movement in the outlook for retail or any other part of the business that perhaps means we've kind of left looking at a, at a kind of guidance upgrade or, or, or beef, or is it just that the COVID impacts are actually bigger than, than what you'd anticipated back in, uh, May?",have there been a sort of negative movement in the outlook for retail or any other part of the business that perhaps it means less looking at a kind of guidance upgrade or beef or is it just that the covid impacts are actually bigger than what you would anticipated back in may,has it been a sort of negative movement in the outlook for retail or any other part of the business that perhaps means we have kind of left looking at a at a kind of guidance upgrade or or or beef or is it just that the covid impacts are actually bigger than than what you would anticipated back in may
8.5400625,"We also had very robust results in the energy management segments, and this was driven by our hedging strategy in the energy markets.","We also had very robust results in the energy management segments, and this was driven by our heads of strategy in the enge- in the energy market.",we also had very robust results in the energy management segments and this was driven by our hedging strategy in the energy markets,we also had very robust results in the energy management segments and this was driven by our heads of strategy in the enge in the energy market
5.320125,There are also some positive that we were already beginning to see.,"There are also some positives that we were already, you know, beginning to see.",there are also some positive that we were already beginning to see,there are also some positives that we were already you know beginning to see
3.6400625,I think that's come out also very intensive over the last couple of months.,I think that's come out also very intensive in the last couple of months.,i think that is come out also very intensive over the last couple of months,i think that is come out also very intensive in the last couple of months
7.8001875,"I think they're aligned with the benchmark for this kind of fuel. Certainly, there are internal numbers, which would not be very different from those.","You know, I think they're aligned with the benchmark for these kinds of deals, certainly our internal numbers, you know, which might be very different from those.",i think they are aligned with the benchmark for this kind of fuel certainly there are internal numbers which would not be very different from those,you know i think they are aligned with the benchmark for these kinds of deals certainly our internal numbers you know which might be very different from those
4.1800625,And then third and final question just on the legal case.,"Um, and then third and final question, just on, on the legal case.",and then 3rd and final question just on the legal case,and then 3rd and final question just on on the legal case
4.6200625,"talk about years of acquisition in Spain, which we announced in July.","To talk about the reacquisition in Spain, which, uh, we announced, uh, in July.",talk about years of acquisition in spain which we announced in july,to talk about the reacquisition in spain which we announced in july
5.04,"By comparison, our previous HFW session deal in April was at around a multiple of one point.","By comparison, our previous asset rotation deal in April was at around a multiple of 1.6.",by comparison our previous hfw session deal in april was at around a multiple of one point,by comparison our previous asset rotation deal in april was at around a multiple of one.6
6.600125,"So, I mean, this is all just to say, we're comfortable with the run rates. There's two gigawatts.","And I mean, this is all just to say, come, we're comfortable with the run rate as a two gigawatts.",so i mean this is all just to say we are comfortable with the run rates there is 2 gigawatts,and i mean this is all just to say come we are comfortable with the run rate as a 2 gigawatts
8.560125,So it all needed to a less good outlook in the second half Iberia retail.,"You sort of alluded to, uh, a, a less good outlook in the second half, Iberia, um, uh, retail.",so it all needed to a less good outlook in the 2nd half iberia retail,you sort of alluded to a a less good outlook in the 2nd half iberia retail
10.5200625,So I'll understand it. There's now a potential legal case where EDP with a defendant.,"So, so as I understand it, there's now a, a potential legal case where, um, EDP would be, um, a, a defendant.",so i will understand it there is now a potential legal case where edp with a defendant,so so as i understand it there is now a a potential legal case where edp would be a a defendant
7.780125,"I mean, we go to these options, we went some, we lose some, and that's just, I have to be disciplined in how we approach this.","I mean, we go to these auctions, we win some, we lose some, and that's, just have to be disciplined in how we approach this.",i mean we go to these options we went some we lose some and that is just i have to be disciplined in how we approach this,i mean we go to these auctions we win some we lose some and that is just have to be disciplined in how we approach this
14.5399375,"So, timeline is uncertain, but certainly it's something that we don't expect a lot of news in the short term. It could drag on, as you know. And the legal cases in Portugal typically do drag on for a number of years.","So the timeline is uncertain but certainly it's something that we don't expect a lot of news in the short term to drag on, as you know, the legal cases in Portugal typically do drag on for a number of years.",so timeline is uncertain but certainly it is something that we do not expect a lot of news in the short term it could drag on as you know and the legal cases in portugal typically do drag on for a number of years,so the timeline is uncertain but certainly it is something that we do not expect a lot of news in the short term to drag on as you know the legal cases in portugal typically do drag on for a number of years
4.0600625,can expect that to be done by the fourth quarter.,"And, um, we expect that to be done by the fourth quarter.",can expect that to be done by the 4th quarter,and we expect that to be done by the 4th quarter
14.4000625,More than slightly.,"<inaudible> Sorry, now the next question comes from Manuel Palermo from <inaudible>.",more than slightly,sorry now the next question comes from manuel palermo from
7.64,So both wind and solar. Not an implicit UV multiple 2.1 million dollars per megawatt as the CO2 as I mentioned.,"There's both wind and solar for an implicit <inaudible> multiple of $2.1 million per megawatt, as the COD, as I mentioned.",so both wind and solar not an implicit uv multiple $2100000 per megawatt as the co 2 as i mentioned,there is both wind and solar for an implicit multiple of $2100000 per megawatt as the cod as i mentioned
7.4600625,So just sort of remind you though that this expectation is already reflected in our guidance which we've been providing.,"So I just wanted to remind you that this expectation is already reflected in our guidance, which we've been providing.",so just sort of remind you though that this expectation is already reflected in our guidance which we have been providing,so i just wanted to remind you that this expectation is already reflected in our guidance which we have been providing
19.2601875,"So we don't provide that information, but I think the fact that we are able to deliver the PPAs and deliver the growth shows that it's the pretty solid pipeline that we have that's backing that. That's on our... Sorry, Miguel, just to be clear on the first answer, and thank you, that was very comprehensive.","So we don't provide that information but, um, but I think the fact that we are able to deliver the PPAs and deliver the, the growth shows that it's a pretty solid pipeline that we have that's stacking up and <inaudible> Sorry <inaudible> again, just to be clear on the first answer, and thank you, that was very comprehensive.",so we do not provide that information but i think the fact that we are able to deliver the ppas and deliver the growth shows that it is the pretty solid pipeline that we have that is backing that that is on our sorry miguel just to be clear on the 1st answer and thank you that was very comprehensive,so we do not provide that information but but i think the fact that we are able to deliver the ppas and deliver the the growth shows that it is a pretty solid pipeline that we have that is stacking up and sorry again just to be clear on the 1st answer and thank you that was very comprehensive
12.2000625,"But I think this was well received by the markets, and it was really critical to support a fierce acquisition. I'll put a bit more on this around, but I think general perception was very positive.","But I think this is well received by the markets, um, it's obviously critical to support the reacquisition, perhaps a little bit more on this later on, but I think the general perception was very positive.",but i think this was well received by the markets and it was really critical to support a fierce acquisition i will put a bit more on this around but i think general perception was very positive,but i think this is well received by the markets it is obviously critical to support the reacquisition perhaps a little bit more on this later on but i think the general perception was very positive
3.7000625,"In fact, we expect all of these transactions to be completed in the fourth quarter.","In fact, we expect all these transactions to be completed in the fourth quarter <inaudible>.",in fact we expect all of these transactions to be completed in the 4th quarter,in fact we expect all these transactions to be completed in the 4th quarter
9.1800625,"However, we also saw some negative pressure on the EBITDAF from the depreciation of the President's Real and the contraction of the Electricity Demand in some of our key markets.","Our group, we also saw some negative pressure on EBITDA from depreciation of the Brazilian Real, and the contraction of the electricity demand in some of our key markets.",however we also saw some negative pressure on the ebitdaf from the depreciation of the president is real and the contraction of the electricity demand in some of our key markets,our group we also saw some negative pressure on ebitda from depreciation of the brazilian real and the contraction of the electricity demand in some of our key markets
3.1199375,and we would then be able to elaborate on it a bit.,"Um, you know, I think then we would then be able to elaborate a little bit more.",and we would then be able to elaborate on it a bit,you know i think then we would then be able to elaborate a little bit more
4.0599375,I think this is a critical step to reduce the regulatory uncertainty.,I think this is a critical step to reduce the regulatory uncertainty.,i think this is a critical step to reduce the regulatory uncertainty,i think this is a critical step to reduce the regulatory uncertainty
0.500125,Thank you so much.,Thank you so much.,thank you so much,thank you so much
9.460125,"as you know, within renewables. We were at a run rate of around 700 megawatts, and we're ramping up to around 2 gigawatts.","As you know, within renewables, we were at a run rate of around 700 megawatts, and we're ramping up to around two gigawatts.",as you know within renewables we were at a run rate of around 700 megawatts and we are ramping up to around 2 gigawatts,as you know within renewables we were at a run rate of around 700 megawatts and we are ramping up to around 2 gigawatts
0.62025,May I?,You may now disconnect.,may i,you may now disconnect
7.4000625,Thank you. Bye. Bye.,Pleasure.,thank you bye bye,pleasure
2.4400625,She's going to have to.,Please go ahead.,she is going to have to,please go ahead
1.8401875,And what interesting is this?,"Um, what I'm interested in is what's, what's changed.",and what interesting is this,what i am interested in is what is what is changed
7.300125,Thank you for your participation.,"Bye. Thank you. This is all for today's conference call, thank you for your participation.",thank you for your participation,bye thank you this is all for today is conference call thank you for your participation
11.8399375,And what are you assuming for the US dollar in your 0.85 to 0.9? So is that based upon a marked market as of today?,"Um, and what you're assuming for the US, uh, dollar in, in your, uh, 0.85 to 0.9, so is that, is that based upon a mark to market as of, uh, as of today?",and what are you assuming for the us dollar in your 0.85 to 0.9 so is that based upon a marked market as of today,and what you are assuming for the us dollar in in your 0.85 to 0.9 so is that is that based upon a mark to market as of as of today
11.1600625,This is something I think we've been flagging and you guys have also asked this about this for the last year or so and I think we've seen that flowing through now the piano.,"This is something I think we've been flagging, and you guys have also asked us about this for the last year or so, and I think we're seeing that's, um, flowing through now the <inaudible>.",this is something i think we have been flagging and you guys have also asked this about this for the last year or so and i think we have seen that flowing through now the piano,this is something i think we have been flagging and you guys have also asked us about this for the last year or so and i think we are seeing that is flowing through now the
3.6801875,"In the US, that's definitely been a fit from the expense of the PTCs.","In the US, definitely we benefit from the extension of the BTCs.",in the us that is definitely been a fit from the expense of the ptcs,in the us definitely we benefit from the extension of the btcs
19.5800625,"In March 2020, so the beginning of the crisis, Brazil took several preventive measures to protect financial equity, obviously, for a lot of uncertainty at the time. So they actually cutted the dividend proposal and had some capex postponement to increase of credit lines.","In March 2020, um, so beginning of the crisis, Brazil took several preventive measures to protect financial liquidity, it was for a lot of uncertainty at the time, so they initially cut the dividend proposal and had some capex postponed with an increase of credit lines.",in march 2020 so the beginning of the crisis brazil took several preventive measures to protect financial equity obviously for a lot of uncertainty at the time so they actually cutted the dividend proposal and had some capex postponement to increase of credit lines,in march 2020 so beginning of the crisis brazil took several preventive measures to protect financial liquidity it was for a lot of uncertainty at the time so they initially cut the dividend proposal and had some capex postponed with an increase of credit lines
3.88025,And what one of costs do you include in there?,And what one-off costs do you include in there?,and what one of costs do you include in there,and what one off costs do you include in there
6.2800625,"I won't do all of this, but I think the market reaction to the operation shows the merits of the combined acquisition and the right to issue.",I won't dwell much on it but I think the market reactions to the operation show the merits of the combined acquisition and the <inaudible> deal.,i will not do all of this but i think the market reaction to the operation shows the merits of the combined acquisition and the right to issue,i will not dwell much on it but i think the market reactions to the operation show the merits of the combined acquisition and the deal
4.7600625,"So, maybe on positives and negatives versus positives.","Um, so, maybe on positives and negatives versus May.",so maybe on positives and negatives versus positives,so maybe on positives and negatives versus may
10.6200625,"On top of that, we announced the 2.2 billion proceeds from two disposals in IBEA. So the six hydroplanes in Portugal and the two CCTs in the BTC surplus.","On top of that, we're down to 2.7 million proceeds from two disposals in Iberia, so the, the six hydro plants in Portugal, and the two teams in the B2C supply portfolios.",on top of that we announced the 2200000000 proceeds from 2 disposals in ibea so the 6 hydroplanes in portugal and the 2 ccts in the btc surplus,on top of that we are down to 2700000 proceeds from 2 disposals in iberia so the the 6 hydro plants in portugal and the 2 teams in the b 2 c supply portfolios
5.8399375,Is that something that is expected perhaps to jag on for years or tens of years?,"Is that something that is expected perhaps to drag on for, for years or, or tens of years?",is that something that is expected perhaps to jag on for years or 10s of years,is that something that is expected perhaps to drag on for for years or or 10s of years
0.4400625,Thank you.,Thank you.,thank you,thank you
14.0200625,"In the first half of 2020, 80% of our electricity production came from renewables. And our CO2 emissions factor decreased by 57%. Obviously, this was very much supported by them. 74% contraction in coal production.","In the first half of 2020, 80% of our electricity production came from renewables, and our CO2 emissions further decreased by 57%, obviously this is very much supported by the, the 74% contraction in coal production.",in the 1st half of 2020 80% of our electricity production came from renewables and our co 2 emissions factor decreased by 57% obviously this was very much supported by them 74% contraction in coal production,in the 1st half of 2020 80% of our electricity production came from renewables and our co 2 emissions further decreased by 57% obviously this is very much supported by the the 74% contraction in coal production
1.8400625,Let's move on to slide 13.,Let's move on to Slide 13.,let us move on to slide 13,let us move on to slide 13
3.160125,So I think these recent transactions are a little strong step in this direction.,I think these recent transactions are really a strong step in this direction.,so i think these recent transactions are a little strong step in this direction,i think these recent transactions are really a strong step in this direction
4.960125,"So it's kind of if I were to think EBITDA will be 400 games and 300 costs, right?","So it's kind of, if I were to think, EBITDA would be 400 gains and 300 cost, right?",so it is kind of if i were to think ebitda will be 400 games and 300 costs right,so it is kind of if i were to think ebitda would be 400 gains and 300 cost right
9.520125,"So overall, I think we can see that this proactive portfolio restructuring has been a major source of value creation.","Overall, I think we consider this, uh, proactive portfolio restructuring has been a major source of value creation.",so overall i think we can see that this proactive portfolio restructuring has been a major source of value creation,overall i think we consider this proactive portfolio restructuring has been a major source of value creation
