duration,sample_rate,predictions,gt,predictions_clean,gt_clean
5.84,16000,It will save also time and stress of all Europeans who need to carry out payments in other countries.,THIS WILL ALSO SAVE TIME AND STRESS FOR ALL EUROPEANS WHO NEED TO CARRY OUT PAYMENTS IN OTHER COUNTRIES,it will save also time and stress of all europeans who need to carry out payments in other countries,this will also save time and stress for all europeans who need to carry out payments in other countries
7.578875,16000,The European Parliament is being consistent in its support for a change of the legal base from Eurathorn to the TFU.,THE EUROPEAN PARLIAMENT IS BEING CONSISTENT IN ITS SUPPORT FOR A CHANGE IN THE LEGAL BASE FROM EURATOM TO THE TFEU,the european parliament is being consistent in its support for a change of the legal base from eurathorn to the tfu,the european parliament is being consistent in its support for a change in the legal base from euratom to the tfeu
8.459375,16000,"why the union, in particular the commission, should work hard to finalize the legal texts so they can be signed as soon as possible.",WHY THE UNION AND IN PARTICULAR THE COMMISSION SHOULD WORK HARD TO FINALISE THE LEGAL TEXTS SO THEY CAN BE SIGNED AS SOON AS POSSIBLE,why the union in particular the commission should work hard to finalize the legal texts so they can be signed as soon as possible,why the union and in particular the commission should work hard to finalize the legal texts so they can be signed as soon as possible
12.1999375,16000,"I agree with the intention to ensure that end users will be able to receive the full information of the label, even if the product is bought by distance via internet or telemarketing.",I AGREE WITH THE INTENTION TO ENSURE THAT END USERS WILL BE ABLE TO RECEIVE FULL INFORMATION ON THE LABEL EVEN IF THE PRODUCT IS BOUGHT AT A DISTANCE VIA THE INTERNET OR TELEMARKETING,i agree with the intention to ensure that end users will be able to receive the full information of the label even if the product is bought by distance via internet or telemarketing,i agree with the intention to ensure that end users will be able to receive full information on the label even if the product is bought at a distance via the internet or telemarketing
3.259875,16000,That has been positive to see this strong backing.,IT HAS BEEN POSITIVE TO SEE THIS STRONG BACKING,that has been positive to see this strong backing,it has been positive to see this strong backing
5.8999375,16000,And that's why I think we need to be very constructive and careful in our criticism.,THAT'S WHY I THINK WE NEED TO BE VERY CONSTRUCTIVE AND CAREFUL IN OUR CRITICISM,and that is why i think we need to be very constructive and careful in our criticism,that is why i think we need to be very constructive and careful in our criticism
16.0,16000,"In fact, the two amendments are in no way mutually exclusive and can therefore definitely both be voted. Therefore, I urge you, President, to apply Rule 161 of the Rules of Procedure and also a vote on amendment",IN FACT THE TWO AMENDMENTS ARE IN NO WAY MUTUALLY EXCLUSIVE AND CAN THEREFORE DEFINITELY BOTH BE VOTED ON I THEREFORE URGE YOU TO APPLY RULE ONE HUNDRED AND SIXTY ONE OF THE RULES OF PROCEDURE AND ALSO ALLOW A VOTE ON AMENDMENT,in fact the 2 amendments are in no way mutually exclusive and can therefore definitely both be voted therefore i urge you president to apply rule 161 of the rules of procedure and also a vote on amendment,in fact the 2 amendments are in no way mutually exclusive and can therefore definitely both be voted on i therefore urge you to apply rule 161 of the rules of procedure and also allow a vote on amendment
1.759,16000,Τι είναι η λύση για αυτήν την κατάσταση.,WHAT IS THE REASON FOR THIS,τι ειναι η λυση για αυτην την κατασταση,what is the reason for this
13.48,16000,"I do not want to depict a doom scenario for the future, nor do I want to look back in anger about the failure of Copenhagen, although I am angry. Therefore, three solutions to do far better in the future, the next opportunity being Mexico this year.",I DO NOT WANT TO DEPICT A DOOM SCENARIO FOR THE FUTURE NOR DO I WANT TO LOOK BACK IN ANGER ABOUT THE FAILURE OF COPENHAGEN ALTHOUGH I AM ANGRY THEREFORE THE RESOLUTION IS TO DO FAR BETTER IN THE FUTURE THE NEXT OPPORTUNITY BEING MEXICO THIS YEAR,i do not want to depict a doom scenario for the future nor do i want to look back in anger about the failure of copenhagen although i am angry therefore 3 solutions to do far better in the future the next opportunity being mexico this year,i do not want to depict a doom scenario for the future nor do i want to look back in anger about the failure of copenhagen although i am angry therefore the resolution is to do far better in the future the next opportunity being mexico this year
9.7789375,16000,The thrust of this discharged report is crystal clear. The economic and financial crisis has greatly raised the demand for high quality public spending.,THE THRUST OF THIS DISCHARGE REPORT IS CRYSTAL CLEAR THE ECONOMIC AND FINANCIAL CRISIS HAS GREATLY INCREASED THE DEMAND FOR HIGH QUALITY PUBLIC SPENDING,the thrust of this discharged report is crystal clear the economic and financial crisis has greatly raised the demand for high quality public spending,the thrust of this discharge report is crystal clear the economic and financial crisis has greatly increased the demand for high quality public spending
22.7,16000,"I hope that the upcoming meeting in Astana will make a way for a long overdue political solution for the benefit of all citizens. The EU has established itself as an aid provider, committed to saving lives and protecting the Syrian people. But the EU must also confront those responsible for these shocking acts, because peace can only go hand in hand with justice.",I HOPE THAT THE UPCOMING MEETING IN ASTANA WILL MAKE WAY FOR A LONG OVERDUE POLITICAL SOLUTION FOR THE BENEFIT OF ALL SYRIANS THE EU HAS ESTABLISHED ITSELF AS AN AID PROVIDER COMMITTED TO SAVING LIVES AND PROTECTING THE SYRIAN PEOPLE BUT THE EU MUST ALSO CONFRONT THOSE RESPONSIBLE FOR THESE SHOCKING ACTS BECAUSE PEACE CAN ONLY GO HAND IN HAND WITH JUSTICE,i hope that the upcoming meeting in astana will make a way for a long overdue political solution for the benefit of all citizens the eu has established itself as an aid provider committed to saving lives and protecting the syrian people but the eu must also confront those responsible for these shocking acts because peace can only go hand in hand with justice,i hope that the upcoming meeting in astana will make way for a long overdue political solution for the benefit of all syrians the eu has established itself as an aid provider committed to saving lives and protecting the syrian people but the eu must also confront those responsible for these shocking acts because peace can only go hand in hand with justice
15.872625,16000,I think that it is important that the council can see the broad support from this parliament behind our demands to the council on more cooperation with the parliament and its competent committees on the next discharge procedure.,TWO THOUSAND AND SEVEN I THINK THAT IT IS IMPORTANT THAT THE COUNCIL CAN SEE THE BROAD SUPPORT FROM THIS PARLIAMENT BEHIND OUR DEMANDS TO THE COUNCIL ON MORE COOPERATION WITH PARLIAMENT AND ITS COMPETENT COMMITTEES ON THE NEXT DISCHARGE PROCEDURE,i think that it is important that the council can see the broad support from this parliament behind our demands to the council on more cooperation with the parliament and its competent committees on the next discharge procedure,2007 i think that it is important that the council can see the broad support from this parliament behind our demands to the council on more cooperation with parliament and its competent committees on the next discharge procedure
1.3,16000,long may this continue.,LONG MAY THIS CONTINUE,long may this continue,long may this continue
10.5199375,16000,happening across Europe. And the silence surrounding it has many parallels with the exploitation and trafficking of young girls across many towns in northern England.,IT IS HAPPENING ACROSS EUROPE AND THE SILENCE SURROUNDING IT HAS MANY PARALLELS WITH THE EXPLOITATION AND TRAFFICKING OF YOUNG GIRLS ACROSS MANY TOWNS IN NORTHERN ENGLAND,happening across europe and the silence surrounding it has many parallels with the exploitation and trafficking of young girls across many towns in northern england,it is happening across europe and the silence surrounding it has many parallels with the exploitation and trafficking of young girls across many towns in northern england
8.36,16000,"The article limits existing rights and eliminates well-functioning minority language school systems, which were very well so far.",THE ARTICLE LIMITS EXISTING RIGHTS AND ELIMINATES WELLFUNCTIONING MINORITY LANGUAGE SCHOOL SYSTEMS WHICH HAVE WORKED VERY WELL SO FAR,the article limits existing rights and eliminates well functioning minority language school systems which were very well so far,the article limits existing rights and eliminates wellfunctioning minority language school systems which have worked very well so far
5.67925,16000,It is not the lawyers who are benefiting from an exploding number of IAS cases.,IT IS NOT THE LAWYERS WHO ARE BENEFITING FROM AN EXPLODING NUMBER OF ISDS CASES,it is not the lawyers who are benefiting from an exploding number of ias cases,it is not the lawyers who are benefiting from an exploding number of isds cases
7.6795,16000,"So in this regard, if the latest news in this case, I should say Mr. Selvini is partly right.",IN THIS REGARD IF THE LATEST NEWS IN THIS CASE IS TRUE MR SALVINI IS PARTLY RIGHT,so in this regard if the latest news in this case i should say mister selvini is partly right,in this regard if the latest news in this case is true mister salvini is partly right
13.5599375,16000,"Solidarity and volunteering are values that I, as a social democrat and human being, strongly support. I honestly thank and extend my gratitude to everyone who samfers me help fellow people and the communities.",SOLIDARITY AND VOLUNTEERING ARE VALUES THAT I AS A SOCIAL DEMOCRAT AND HUMAN BEING STRONGLY SUPPORT I HONESTLY THANK AND EXTEND MY GRATITUDE TO EVERYONE WHO SELFLESSLY HELPS FELLOW PEOPLE AND THE COMMUNITIES,solidarity and volunteering are values that i as a social democrat and human being strongly support i honestly thank and extend my gratitude to everyone who samfers me help fellow people and the communities,solidarity and volunteering are values that i as a social democrat and human being strongly support i honestly thank and extend my gratitude to everyone who selflessly helps fellow people and the communities
8.5793125,16000,"Thank you Mr President. We have witnessed a surge of young people traveling to join ISIS, many of whom are born and raised in the European countries.",MR PRESIDENT WE HAVE WITNESSED A SURGE OF YOUNG PEOPLE TRAVELLING TO JOIN ISIS MANY OF WHOM ARE BORN AND RAISED IN EUROPEAN COUNTRIES,thank you mister president we have witnessed a surge of young people traveling to join isis many of whom are born and raised in the european countries,mister president we have witnessed a surge of young people traveling to join isis many of whom are born and raised in european countries
1.7399375,16000,They cannot go to school.,THEY CANNOT GO TO SCHOOL,they cannot go to school,they cannot go to school
5.479,16000,Οι συμβουλές δεν μπορούν να εξευθύνουν στους πληροφορίες της Ευρωπαϊκής Υλικής.,THE SERVICES MUST NOT STOP AT THE INTERNAL BORDERS OF THE EUROPEAN UNION,οι συμβουλες δεν μπορουν να εξευθυνουν στους πληροφοριες της ευρωπαικης υλικης,the services must not stop at the internal borders of the european union
3.22,16000,the man can't is balancing on the edge of war.,MANKIND IS BALANCING ON THE EDGE OF WAR,the man can not is balancing on the edge of war,mankind is balancing on the edge of war
4.0400625,16000,We have all known about these important landmarks in Russian history.,WE ALL KNOW ABOUT THESE IMPORTANT LANDMARKS IN RUSSIAN HISTORY,we have all known about these important landmarks in russian history,we all know about these important landmarks in russian history
7.579125,16000,"However, not all the essential goods are covered. For that reason, the EU has negotiated this agreement.",HOWEVER NOT ALL THE ESSENTIAL GOODS ARE COVERED FOR THAT REASON THE EU HAS NEGOTIATED THIS AGREEMENT,however not all the essential goods are covered for that reason the eu has negotiated this agreement,however not all the essential goods are covered for that reason the eu has negotiated this agreement
7.3990625,16000,"For the last two years, we have seen many cases of violation of free competition in the EU in this sector.",FOR THE LAST TWO YEARS WE HAVE SEEN MANY CASES OF VIOLATION OF FREE COMPETITION IN THE EU IN THIS SECTOR,for the last 2 years we have seen many cases of violation of free competition in the eu in this sector,for the last 2 years we have seen many cases of violation of free competition in the eu in this sector
3.780125,16000,We react when things have already occurred.,WE REACT WHEN THINGS HAVE ALREADY OCCURRED,we react when things have already occurred,we react when things have already occurred
19.7589375,16000,"Finally, when we are thinking about the innovative financial instruments, we need them both for ourselves, to support our economies, but also to support those who are in need.",FINALLY WHEN IT COMES TO INNOVATIVE FINANCIAL INSTRUMENTS WE NEED THEM BOTH FOR OURSELVES TO SUPPORT OUR ECONOMIES BUT ALSO TO SUPPORT THOSE WHO ARE IN NEED,finally when we are thinking about the innovative financial instruments we need them both for ourselves to support our economies but also to support those who are in need,finally when it comes to innovative financial instruments we need them both for ourselves to support our economies but also to support those who are in need
4.5,16000,This means eliminating disparities within as well as between regions.,THIS MEANS ELIMINATING DISPARITIES WITHIN AS WELL AS BETWEEN REGIONS,this means eliminating disparities within as well as between regions,this means eliminating disparities within as well as between regions
17.478125,16000,"There are not too many tools for EU to enforce this agreement if Russia does not fulfill its commitments. Therefore, this agreement should be seen as a temporary solution until it is replaced by a legally binding agreement included in the new partnership and cooperation agreement.",THERE ARE NOT TOO MANY TOOLS FOR THE EU TO ENFORCE THIS AGREEMENT IF RUSSIA DOES NOT FULFIL ITS COMMITMENTS THEREFORE THIS AGREEMENT SHOULD BE SEEN AS A TEMPORARY SOLUTION UNTIL IT IS REPLACED BY A LEGALLY BINDING AGREEMENT INCLUDED IN THE NEW PARTNERSHIP AND COOPERATION AGREEMENT,there are not too many tools for eu to enforce this agreement if russia does not fulfill its commitments therefore this agreement should be seen as a temporary solution until it is replaced by a legally binding agreement included in the new partnership and cooperation agreement,there are not too many tools for the eu to enforce this agreement if russia does not fulfill its commitments therefore this agreement should be seen as a temporary solution until it is replaced by a legally binding agreement included in the new partnership and cooperation agreement
19.3199375,16000,"4546. And unfortunately, a very high number of health professionals are affected. 427 doctors and nurses sick and of those 230 lost their lives trying to save the lives of others.",FOUR HUNDRED AND FIFTY THREE TO FOUR FIVE HUNDRED AND FORTY SIX UNFORTUNATELY A VERY HIGH NUMBER OF HEALTH PROFESSIONALS ARE AFFECTED WITH FOUR HUNDRED AND TWENTY SEVEN DOCTORS AND NURSES SICK AND OF THOSE TWO HUNDRED AND THIRTY HAVE LOST THEIR LIVES TRYING TO SAVE THE LIVES OF OTHERS,4546 and unfortunately a very high number of health professionals are affected 427 doctors and nurses sick and of those 230 lost their lives trying to save the lives of others,453 to 4546 unfortunately a very high number of health professionals are affected with 427 doctors and nurses sick and of those 230 have lost their lives trying to save the lives of others
15.3799375,16000,"Memory herself has said that marriage is often the end for girls like me, but if our leaders will invest in us and give us the chance to be educated, we will become women who create a better society for everyone.",MEMORY HERSELF HAS SAID MARRIAGE IS OFTEN THE END FOR GIRLS LIKE ME BUT IF OUR LEADERS WILL INVEST IN US AND GIVE US THE CHANCE TO BE EDUCATED WE WILL BECOME WOMEN WHO CREATE A BETTER SOCIETY FOR EVERYONE,memory herself has said that marriage is often the end for girls like me but if our leaders will invest in us and give us the chance to be educated we will become women who create a better society for everyone,memory herself has said marriage is often the end for girls like me but if our leaders will invest in us and give us the chance to be educated we will become women who create a better society for everyone
9.02,16000,"The objective is to contribute to the preparation of EU priorities for the United Nations General Assembly session each autumn, which the Council nominally adopted in July.",THE OBJECTIVE IS TO CONTRIBUTE TO THE PREPARATION OF THE EU PRIORITIES FOR THE UNITED NATIONS GENERAL ASSEMBLY SESSION EACH AUTUMN WHICH THE COUNCIL NORMALLY ADOPTS IN JULY,the objective is to contribute to the preparation of eu priorities for the united nations general assembly session each autumn which the council nominally adopted in july,the objective is to contribute to the preparation of the eu priorities for the united nations general assembly session each autumn which the council normally adopts in july
21.52,16000,"Θα θέλαμε να δούμε ότι η εξεκοινωνία του εξεκοινού θα πρέπει να καταστρέψει έναν αρκετή εμπορία στον κοινότητα της ευρωπαϊκής ενδιαφέρου. Δεν θα δούμε ότι η κοινότητα δεν θα δείξει το μεγάλο εμπορία της εμπορίας της ευρωπαϊκής ενδιαφέρου, αλλά σε στεπτό πρόκειται στον κοινότητα της ευρωπαϊκής ενδιαφέρου, σε κάθε ευρωπαϊκή εμπορία.",I WOULD LIKE TO STRESS THAT THE ABOLITION OF EXEQUATUR SHOULD CONSTITUTE A REAL STEP FORWARD IN JUDICIAL INTEGRATION THAT THE COMMISSION DOES NOT SEE THIS AS THE MERE REMOVAL OF A SUPERFLUOUS FORMALITY BUT AS A STEP FORWARD IN THE MUTUAL TRUST IN EACH OTHER'S JUDICIAL SYSTEMS,θα θελαμε να δουμε οτι η εξεκοινωνια του εξεκοινου θα πρεπει να καταστρεψει εναν αρκετη εμπορια στον κοινοτητα της ευρωπαικης ενδιαφερου δεν θα δουμε οτι η κοινοτητα δεν θα δειξει το μεγαλο εμπορια της εμποριας της ευρωπαικης ενδιαφερου αλλα σε στεπτο προκειται στον κοινοτητα της ευρωπαικης ενδιαφερου σε καθε ευρωπαικη εμπορια,i would like to stress that the abolition of exequatur should constitute a real step forward in judicial integration that the commission does not see this as the mere removal of a superfluous formality but as a step forward in the mutual trust in each other is judicial systems
5.8,16000,We need more sources. We need more pipes than one from Russia.,WE NEED MORE SOURCES WE NEED MORE PIPES THAN ONE FROM RUSSIA,we need more sources we need more pipes than one from russia,we need more sources we need more pipes than one from russia
12.98,16000,We are working for a poverty eradication roadmap to half the number of people living in poverty by 2030 and for a directive on decent working conditions.,FORTY WE ARE WORKING FOR A POVERTY ERADICATION ROAD MAP TO HALVE THE NUMBER OF PEOPLE LIVING IN POVERTY BY TWO THOUSAND AND THIRTY AND FOR A DIRECTIVE ON DECENT WORKING CONDITIONS,we are working for a poverty eradication roadmap to half the number of people living in poverty by 2030 and for a directive on decent working conditions,40 we are working for a poverty eradication road map to halve the number of people living in poverty by 2030 and for a directive on decent working conditions
5.5595625,16000,why Georgia must continue the reforms of its judicial system and its work on minority rights.,WHY GEORGIA MUST CONTINUE THE REFORMS OF ITS JUDICIAL SYSTEM AND ITS WORK ON MINORITY RIGHTS,why georgia must continue the reforms of its judicial system and its work on minority rights,why georgia must continue the reforms of its judicial system and its work on minority rights
15.0399375,16000,"a supply side instrument, we understand that it's difficult to create its own demand, especially in the infrastructure and innovation window, because it was not included in setups like that for the creation of this demand. And the facts are clear. Very few of the projects were additional.",BEING A SUPPLY SIDE INSTRUMENT WE UNDERSTAND THAT IT'S DIFFICULT TO CREATE ITS OWN DEMAND ESPECIALLY IN THE STRUCTURE AND INNOVATION WINDOW BECAUSE IT WAS NOT INCLUDED IN INCENTIVES LIKE THAT FOR THE CREATION OF THIS DEMAND AND THE FACTS ARE CLEAR VERY FEW OF THE PROJECTS WERE ADDITIONAL,a supply side instrument we understand that it is difficult to create its own demand especially in the infrastructure and innovation window because it was not included in setups like that for the creation of this demand and the facts are clear very few of the projects were additional,being a supply side instrument we understand that it is difficult to create its own demand especially in the structure and innovation window because it was not included in incentives like that for the creation of this demand and the facts are clear very few of the projects were additional
6.28,16000,"It's not only in Europe, it's all over the world and we have a responsibility to show the way and lead the way.",IT IS NOT ONLY IN EUROPE IT IS ALL OVER THE WORLD AND WE HAVE A RESPONSIBILITY TO SHOW THE WAY AND LEAD THE WAY,it is not only in europe it is all over the world and we have a responsibility to show the way and lead the way,it is not only in europe it is all over the world and we have a responsibility to show the way and lead the way
4.7995,16000,θα πρέπει να εξετάσουμε τα εφερμόρια να εξετάσουμε τα χώρια μερικά.,WE SHOULD CONTINUE WITH THE EFFORTS TO INVOLVE THOSE COUNTRIES MORE INTIMATELY,θα πρεπει να εξετασουμε τα εφερμορια να εξετασουμε τα χωρια μερικα,we should continue with the efforts to involve those countries more intimately
11.98,16000,"These people were born in the country or have spent most of their lives there. And we are talking about more than 50% of Latvian population or some of 3,72,000 people.",THESE PEOPLE WERE BORN IN THE COUNTRY OR HAVE SPENT MOST OF THEIR LIVES THERE AND WE ARE TALKING ABOUT MORE THAN FIFTEEN OF LATVIA'S POPULATION OR SOME THREE HUNDRED AND SEVENTY TWO ZERO PEOPLE,these people were born in the country or have spent most of their lives there and we are talking about more than 50% of latvian population or some of 372000 people,these people were born in the country or have spent most of their lives there and we are talking about more than 15 of latvia is population or some 3720 people
6.039125,16000,The fight against illicit drugs must be pursued in full compliance with due process of law.,THE FIGHT AGAINST ILLICIT DRUGS MUST BE PURSUED IN FULL COMPLIANCE WITH DUE PROCESS OF LAW,the fight against illicit drugs must be pursued in full compliance with due process of law,the fight against illicit drugs must be pursued in full compliance with due process of law
22.68,16000,"First, 2019 is not only the year of the European elections, but it also could be the first year after the best roll of a member state. Therefore, it's of paramount importance to keep the communication with European citizens open.",FIRSTLY TWO THOUSAND AND NINETEEN IS NOT ONLY THE YEAR OF THE EUROPEAN ELECTIONS BUT IT COULD ALSO BE THE FIRST YEAR AFTER THE WITHDRAWAL OF A MEMBER STATE THEREFORE IT IS OF PARAMOUNT IMPORTANCE TO KEEP THE COMMUNICATION WITH EUROPEAN CITIZENS OPEN WE HAVE TO INCREASE OUR EFFORTS TO ENGAGE THEM,1st 2019 is not only the year of the european elections but it also could be the 1st year after the best roll of a member state therefore it is of paramount importance to keep the communication with european citizens open,firstly 2019 is not only the year of the european elections but it could also be the 1st year after the withdrawal of a member state therefore it is of paramount importance to keep the communication with european citizens open we have to increase our efforts to engage them
19.397125,16000,"Strategic choices about where to invest must be made. Now, taking in account a need to phase out fossil fuel subsidies, but take the gas as a fossil fuel. It can be a helpful bridging transitionary medium to be used in many, many members' states. If we want to achieve our ambitious climate targets,",STRATEGIC CHOICES ABOUT WHERE TO INVEST MUST BE MADE NOW TAKING INTO ACCOUNT THE NEED TO PHASE OUT FOSSIL FUEL SUBSIDIES BUT TAKE GAS AS A FOSSIL FUEL IT CAN BE A HELPFUL BRIDGING TRANSITIONARY MEDIUM TO BE USED IN MANY MEMBER STATES IF WE WANT TO ACHIEVE OUR AMBITIOUS CLIMATE TARGETS,strategic choices about where to invest must be made now taking in account a need to phase out fossil fuel subsidies but take the gas as a fossil fuel it can be a helpful bridging transitionary medium to be used in many many members states if we want to achieve our ambitious climate targets,strategic choices about where to invest must be made now taking into account the need to phase out fossil fuel subsidies but take gas as a fossil fuel it can be a helpful bridging transitionary medium to be used in many member states if we want to achieve our ambitious climate targets
2.7799375,16000,"Let's go for a new deal, let's go for a real deal.",LET'S GO FOR A NEW DEAL LET'S GO FOR A REAL DEAL,let us go for a new deal let us go for a real deal,let us go for a new deal let us go for a real deal
2.5599375,16000,"Colleagues, I need your support and your blessings.",COLLEAGUES I NEED YOUR SUPPORT AND YOUR BLESSINGS,colleagues i need your support and your blessings,colleagues i need your support and your blessings
1.15975,16000,But there is an option.,BUT THERE IS AN OPTION,but there is an option,but there is an option
3.44,16000,and highlighting every single case of human right abuse.,AND HIGHLIGHTING EVERY SINGLE CASE OF HUMAN RIGHTS ABUSE,and highlighting every single case of human right abuse,and highlighting every single case of human rights abuse
8.52,16000,"In this respect, a clear demarcation line should be drawn between the attributions of the chairman of the board and the chief executive officer.",IN THIS RESPECT A CLEAR DEMARCATION LINE SHOULD BE DRAWN BETWEEN THE ATTRIBUTIONS OF THE CHAIRMAN OF THE BOARD AND THE CHIEF EXECUTIVE OFFICER,in this respect a clear demarcation line should be drawn between the attributions of the chairman of the board and the chief executive officer,in this respect a clear demarcation line should be drawn between the attributions of the chairman of the board and the chief executive officer
8.06,16000,for further encourage the UN efforts to bring peace in Afghanistan and to overcome the fragile security environment in the country.,FURTHER ENCOURAGE THE UN'S EFFORTS TO BRING ABOUT PEACE IN AFGHANISTAN AND TO OVERCOME THE FRAGILE SECURITY ENVIRONMENT IN THE COUNTRY,for further encourage the un efforts to bring peace in afghanistan and to overcome the fragile security environment in the country,further encourage the un is efforts to bring about peace in afghanistan and to overcome the fragile security environment in the country
5.39925,16000,And I call upon Europe to support in any way possible the formation of such a government.,I CALL UPON EUROPE TO SUPPORT IN ANY WAY POSSIBLE THE FORMATION OF SUCH A GOVERNMENT,and i call upon europe to support in any way possible the formation of such a government,i call upon europe to support in any way possible the formation of such a government
14.3599375,16000,"Ending unjustified geo-blocking practices is one concrete step in the right direction, but I believe it should be done in a way that does not hamper SMEs and startups, as well as does not raise prices for consumers, especially newer member states.",ENDING UNJUSTIFIED GEO BLOCKING PRACTICES IS ONE CONCRETE STEP IN THE RIGHT DIRECTION BUT I BELIEVE IT SHOULD BE DONE IN A WAY THAT DOES NOT HAMPER SMES AND START UPS AND DOES NOT RAISE PRICES FOR CONSUMERS ESPECIALLY IN NEWER MEMBER STATES,ending unjustified geo blocking practices is one concrete step in the right direction but i believe it should be done in a way that does not hamper smes and startups as well as does not raise prices for consumers especially newer member states,ending unjustified geo blocking practices is one concrete step in the right direction but i believe it should be done in a way that does not hamper smes and start ups and does not raise prices for consumers especially in newer member states
16.9170625,16000,"The response is honorable, I think. Many times in this place I have said on the record that the CFP has been a disaster for Scotland. And many times I have said in this place on the record that one of the principal reasons for that has been the lack of the CFP.",MANY TIMES IN THIS PLACE I HAVE SAID ON THE RECORD THAT THE CFP HAS BEEN A DISASTER FOR SCOTLAND AND MANY TIMES I HAVE SAID IN THIS PLACE ON THE RECORD THAT ONE OF THE PRINCIPAL REASONS FOR THAT HAS BEEN THE FAILURE OF THE UK GOVERNMENT SUCCESSIVE UK GOVERNMENTS,the response is honorable i think many times in this place i have said on the record that the cfp has been a disaster for scotland and many times i have said in this place on the record that one of the principal reasons for that has been the lack of the cfp,many times in this place i have said on the record that the cfp has been a disaster for scotland and many times i have said in this place on the record that one of the principal reasons for that has been the failure of the uk government successive uk governments
11.01875,16000,I would like to see how EIB instruments are making the achievement of New York 2020 goals better and faster.,I WOULD LIKE TO SEE HOW EIB INSTRUMENTS ARE MAKING THE ACHIEVEMENT OF EUROPE TWO THOUSAND AND TWENTY GOALS BETTER AND FASTER,i would like to see how eib instruments are making the achievement of new york 2020 goals better and faster,i would like to see how eib instruments are making the achievement of europe 2020 goals better and faster
21.1961875,16000,"They will seek to destroy jobs across the European Union, to drive down paying conditions and environmental standards both in Britain and in the EU. I urge the European Council to hold firm in rejecting British provocations, in asserting international law and in defending the interests of Ireland and the EU.",THEY WILL SEEK TO DESTROY JOBS ACROSS THE EUROPEAN UNION TO DRIVE DOWN PAY AND CONDITIONS AND ENVIRONMENTAL STANDARDS BOTH IN BRITAIN AND IN THE EU I URGE THE EUROPEAN COUNCIL TO HOLD FIRM IN REJECTING BRITISH PROVOCATIONS IN ASSERTING INTERNATIONAL LAW AND IN DEFENDING THE INTERESTS OF IRELAND AND THE EU,they will seek to destroy jobs across the european union to drive down paying conditions and environmental standards both in britain and in the eu i urge the european council to hold firm in rejecting british provocations in asserting international law and in defending the interests of ireland and the eu,they will seek to destroy jobs across the european union to drive down pay and conditions and environmental standards both in britain and in the eu i urge the european council to hold firm in rejecting british provocations in asserting international law and in defending the interests of ireland and the eu
4.5,16000,"Θα θέλετε να βάλετε ελεγχόνες, αλλά θα βάλετε την επόμενη ελπίδα.",YOU MAY WIN ELECTIONS BUT YOU PUT THE FUTURE AT RISK,θα θελετε να βαλετε ελεγχονες αλλα θα βαλετε την επομενη ελπιδα,you may win elections but you put the future at risk
8.359875,16000,"Today, Europe is free and reunited, and I want to thank this house and each and everyone who dared to speak at that time to speak out for truth and freedom.",TODAY EUROPE IS FREE AND REUNITED AND I WANT TO THANK THIS HOUSE AND EACH AND EVERY ONE WHO DARED TO SPEAK OUT AT THAT TIME FOR TRUTH AND FREEDOM,today europe is free and reunited and i want to thank this house and each and everyone who dared to speak at that time to speak out for truth and freedom,today europe is free and reunited and i want to thank this house and each and every one who dared to speak out at that time for truth and freedom
5.0194375,16000,Recently though I've been able to assure people that the policy is undergoing significant change.,RECENTLY THOUGH I HAVE BEEN ABLE TO ASSURE PEOPLE THAT THE POLICY IS UNDERGOING SIGNIFICANT CHANGE,recently though i have been able to assure people that the policy is undergoing significant change,recently though i have been able to assure people that the policy is undergoing significant change
7.0189375,16000,"sometimes resisting the mainland communist dictatorship, and became a creator of its own life.",SOMETIMES RESISTING THE MAINLAND COMMUNIST DICTATORSHIP AND BECAME A CREATOR OF ITS OWN DESTINY,sometimes resisting the mainland communist dictatorship and became a creator of its own life,sometimes resisting the mainland communist dictatorship and became a creator of its own destiny
9.8400625,16000,We are sending the message that a society can have healthy economy only when its members are able to contribute fully to its development.,WE ARE SENDING THE MESSAGE THAT A SOCIETY CAN ONLY HAVE A HEALTHY ECONOMY WHEN ITS MEMBERS ARE ABLE TO CONTRIBUTE FULLY TO ITS DEVELOPMENT,we are sending the message that a society can have healthy economy only when its members are able to contribute fully to its development,we are sending the message that a society can only have a healthy economy when its members are able to contribute fully to its development
10.8,16000,It is against the Polish constitution and against the treaties. And it is against the people of Poland who gave the approval in the referendum for this.,IT IS AGAINST THE POLISH CONSTITUTION AND AGAINST THE TREATIES AND IT IS AGAINST THE PEOPLE OF POLAND WHO GAVE THEIR APPROVAL IN REFERENDUMS FOR THIS,it is against the polish constitution and against the treaties and it is against the people of poland who gave the approval in the referendum for this,it is against the polish constitution and against the treaties and it is against the people of poland who gave their approval in referendums for this
6.8599375,16000,It's time to talk about democracy and it's time to talk about this new reality in Europe.,IT IS TIME TO TALK ABOUT DEMOCRACY AND IT IS TIME TO TALK ABOUT THESE NEW REALITIES IN EUROPE,it is time to talk about democracy and it is time to talk about this new reality in europe,it is time to talk about democracy and it is time to talk about these new realities in europe
