duration,sample_rate,predictions,gt,predictions_clean,gt_clean
6.2395625,16000,And despite these alarms banks still often execute these transactions.,DESPITE THESE ALARMS BANKS STILL OFTEN EXECUTE THESE TRANSACTIONS,and despite these alarms banks still often execute these transactions,despite these alarms banks still often execute these transactions
4.1595,16000,The commission must ask Italy to inform her accordingly.,THE COMMISSION MUST ASK ITALY TO INFORM IT ACCORDINGLY,the commission must ask italy to inform her accordingly,the commission must ask italy to inform it accordingly
17.32,16000,We think the Commission and the National competitive authorities should focus human and financial resources to get knowledge and skill to implement the competition rules in the digital economy.,WE THINK THE COMMISSION AND THE NATIONAL COMPETITION AUTHORITIES SHOULD FOCUS HUMAN AND FINANCIAL RESOURCES TO GET THE KNOWLEDGE AND SKILL TO IMPLEMENT THE COMPETITION RULES IN THE DIGITAL ECONOMY,we think the commission and the national competitive authorities should focus human and financial resources to get knowledge and skill to implement the competition rules in the digital economy,we think the commission and the national competition authorities should focus human and financial resources to get the knowledge and skill to implement the competition rules in the digital economy
3.4799375,16000,Through our boat we will surely support this resolution.,THROUGH OUR VOTE WE WILL SURELY SUPPORT THIS RESOLUTION,through our boat we will surely support this resolution,through our vote we will surely support this resolution
6.0799375,16000,We think it is a good idea to install a specific committee in this Parliament to have a debate on these issues.,WE THINK IT IS A GOOD IDEA TO INSTALL A SPECIFIC COMMITTEE IN THIS PARLIAMENT TO HAVE A DEBATE ON THESE ISSUES,we think it is a good idea to install a specific committee in this parliament to have a debate on these issues,we think it is a good idea to install a specific committee in this parliament to have a debate on these issues
9.66,16000,"Instead of speaking about more defense, let's stick to the European tradition of promoting human rights, also through radical disarmament treaties.",INSTEAD OF SPEAKING ABOUT MORE DEFENCE LET US STICK TO THE EUROPEAN TRADITION OF PROMOTING HUMAN RIGHTS INCLUDING THROUGH RADICAL DISARMAMENT TREATIES,instead of speaking about more defense let us stick to the european tradition of promoting human rights also through radical disarmament treaties,instead of speaking about more defense let us stick to the european tradition of promoting human rights including through radical disarmament treaties
7.84,16000,"Of course is for the Israeli people, the political leaders, to decide the composition of their new government.",OF COURSE IT IS FOR THE ISRAELI PEOPLE THEIR POLITICAL LEADERS TO DECIDE ON THE COMPOSITION OF THEIR NEW GOVERNMENT,of course is for the israeli people the political leaders to decide the composition of their new government,of course it is for the israeli people their political leaders to decide on the composition of their new government
6.28,16000,"We will campaign for an equitable and sustainable society of shared prosperity, opportunity, and dignity.",WE WILL CAMPAIGN FOR AN EQUITABLE AND SUSTAINABLE SOCIETY OF SHARED PROSPERITY OPPORTUNITY AND DIGNITY,we will campaign for an equitable and sustainable society of shared prosperity opportunity and dignity,we will campaign for an equitable and sustainable society of shared prosperity opportunity and dignity
12.7199375,16000,"Fragile Teabird, a professor, ever since the illegal annexation of the Crimean peninsula by Russia, this parliament has been and must remain in the forefront of international protest against Putin.",MR PRESIDENT EVER SINCE THE ILLEGAL ANNEXATION OF THE CRIMEAN PENINSULA BY RUSSIA THIS PARLIAMENT HAS BEEN AND MUST REMAIN IN THE FOREFRONT OF INTERNATIONAL PROTEST AGAINST PUTIN'S EXPANSIONISM,fragile teabird a professor ever since the illegal annexation of the crimean peninsula by russia this parliament has been and must remain in the forefront of international protest against putin,mister president ever since the illegal annexation of the crimean peninsula by russia this parliament has been and must remain in the forefront of international protest against putin is expansionism
6.8,16000,"This is a vicious circle. The more arms people buy or state by, the more attacks.",THIS IS A VICIOUS CIRCLE THE MORE ARMS PEOPLE BUY OR A STATE BUYS THE MORE ATTACKS,this is a vicious circle the more arms people buy or state by the more attacks,this is a vicious circle the more arms people buy or a state buys the more attacks
1.14,16000,Git a show tone sir.,PLEASE GIVE A SHORT ANSWER,git a show tone sir,please give a short answer
3.46,16000,in believing in democracy and the equality of racism.,WE BELIEVE IN DEMOCRACY AND EQUALITY OF RACES,in believing in democracy and the equality of racism,we believe in democracy and equality of races
2.54,16000,We wish the Polish good luck.,TO FIX WE WISH THE POLISH,we wish the polish good luck,to fix we wish the polish
14.6793125,16000,"If you want dignity and stability, we need to invest in respect for human rights also by our companies, instead of in arms and defense. We all saw the tragic pictures of the attack in Las Vegas.",IF WE WANT DIGNITY AND STABILITY WE NEED TO INVEST IN RESPECT FOR HUMAN RIGHTS INCLUDING BY OUR COMPANIES INSTEAD OF IN ARMS AND DEFENCE WE ALL SAW THE TRAGIC PICTURES OF THE ATTACK IN LAS VEGAS,if you want dignity and stability we need to invest in respect for human rights also by our companies instead of in arms and defense we all saw the tragic pictures of the attack in las vegas,if we want dignity and stability we need to invest in respect for human rights including by our companies instead of in arms and defense we all saw the tragic pictures of the attack in las vegas
6.359875,16000,"Therefore, the EU should not discriminate Israelis in this conflict.",THEREFORE THE EU SHOULD NOT DISCRIMINATE AGAINST ISRAELIS IN THIS CONFLICT,therefore the eu should not discriminate israelis in this conflict,therefore the eu should not discriminate against israelis in this conflict
15.058625,16000,"because sooner we will have to set the priorities for the next multi-unheld financial framework balancing current policies and new areas, such as migration and security.",TOGETHER WE WILL HAVE TO SET THE PRIORITIES FOR THE NEXT MULTIANNUAL FINANCIAL FRAMEWORK BALANCING CURRENT POLICIES AND NEW AREAS SUCH AS MIGRATION AND SECURITY,because sooner we will have to set the priorities for the next multi unheld financial framework balancing current policies and new areas such as migration and security,together we will have to set the priorities for the next multiannual financial framework balancing current policies and new areas such as migration and security
6.7388125,16000,"It has done so on previous occasions, in previous files, concerning the threats to public health from radioactive material.",IT HAS DONE SO ON PREVIOUS OCCASIONS ON PREVIOUS FILES CONCERNING THE THREATS TO PUBLIC HEALTH FROM RADIOACTIVE MATERIAL,it has done so on previous occasions in previous files concerning the threats to public health from radioactive material,it has done so on previous occasions on previous files concerning the threats to public health from radioactive material
1.4,16000,"On the table, search.",ON THE TABLE,on the table search,on the table
4.5198125,16000,"Before, Europeans used to switch off when they crossed the border.",BEFORE EUROPEANS USED TO SWITCH OFF WHEN THEY CROSSED A BORDER,before europeans used to switch off when they crossed the border,before europeans used to switch off when they crossed a border
17.74,16000,"We say that we must attack the roots of the problem, the roots of the crisis, that we must radically change the economic paradigm, that we must change and that we must curb all which is speculation which has led us to this financial crisis.",WE SAY THAT WE MUST ATTACK THE ROOTS OF THE PROBLEM THE ROOTS OF THE CRISIS THAT WE MUST RADICALLY CHANGE THE ECONOMIC PARADIGM THAT WE MUST CHANGE AND THAT WE MUST CURB ALL THE SPECULATION THAT HAS LED US TO THIS FINANCIAL CRISIS,we say that we must attack the roots of the problem the roots of the crisis that we must radically change the economic paradigm that we must change and that we must curb all which is speculation which has led us to this financial crisis,we say that we must attack the roots of the problem the roots of the crisis that we must radically change the economic paradigm that we must change and that we must curb all the speculation that has led us to this financial crisis
17.52,16000,"The harsh reality, of course, is that we are living day to day in budgetary terms. The comments agreed in the mfc back in the boom times of ten seven are now probing very difficult for member states laden with debt to honour the bills as they come in today.",THE HARSH REALITY OF COURSE IS THAT WE ARE LIVING FROM DAY TO DAY IN BUDGETARY TERMS FOLLOWING THE COMMITMENTS AGREED IN THE MFF BACK IN THE BOOM TIMES OF TWO THOUSAND AND SEVEN IT IS NOW PROVING VERY DIFFICULT FOR MEMBER STATES LADEN WITH DEBT TO HONOUR THE BILLS AS THEY COME IN TODAY,the harsh reality of course is that we are living day to day in budgetary terms the comments agreed in the mfc back in the boom times of 107 are now probing very difficult for member states laden with debt to honor the bills as they come in today,the harsh reality of course is that we are living from day to day in budgetary terms following the commitments agreed in the mff back in the boom times of 2007 it is now proving very difficult for member states laden with debt to honor the bills as they come in today
5.2595625,16000,One of the principles of our future economic models is research efficient to Europe.,ONE OF THE PRINCIPLES OF OUR FUTURE ECONOMIC MODELS IS A RESOURCE EFFICIENT EUROPE,one of the principles of our future economic models is research efficient to europe,one of the principles of our future economic models is a resource efficient europe
7.2799375,16000,You have left over one hundred million people after the last crisis of 2008 in poverty.,YOU HAVE LEFT OVER ONE HUNDRED MILLION PEOPLE AFTER THE LAST CRISIS IN TWO THOUSAND AND EIGHT IN POVERTY,you have left over 100000000 people after the last crisis of 2008 in poverty,you have left over 100000000 people after the last crisis in 2008 in poverty
14.438125,16000,It is convinced that further promotion of the idea of common purchasing of energy rule materials by the member states is needed in the context of growing competition for resources and existing producer monopolies.,IS CONVINCED THAT FURTHER PROMOTION OF THE IDEA OF COMMON PURCHASING OF ENERGY RAW MATERIALS BY MEMBER STATES IS NEEDED IN THE CONTEXT OF GROWING COMPETITION FOR RESOURCES AND EXISTING PRODUCER MONOPOLIES,it is convinced that further promotion of the idea of common purchasing of energy rule materials by the member states is needed in the context of growing competition for resources and existing producer monopolies,is convinced that further promotion of the idea of common purchasing of energy raw materials by member states is needed in the context of growing competition for resources and existing producer monopolies
13.9790625,16000,"to your colleagues. After a long journey and years of hard work, I am glad that we are finally having this debate about epidemics in Europe, and I would like to thank all my colleagues who contributed to the resolution.",MADAM PRESIDENT AFTER A LONG JOURNEY AND YEARS OF HARD WORK I AM GLAD THAT WE ARE FINALLY HAVING THIS DEBATE ABOUT EPIDEMICS IN EUROPE AND I WOULD LIKE TO THANK ALL MY COLLEAGUES WHO CONTRIBUTED TO THE RESOLUTION,to your colleagues after a long journey and years of hard work i am glad that we are finally having this debate about epidemics in europe and i would like to thank all my colleagues who contributed to the resolution,madam president after a long journey and years of hard work i am glad that we are finally having this debate about epidemics in europe and i would like to thank all my colleagues who contributed to the resolution
2.7399375,16000,. Seventeen member states are less than,SEVENTEEN MEMBER STATES ARE AT LESS THAN,17 member states are less than,17 member states are at less than
20.3999375,16000,"It should be and in particular be noted that if the sale process is successful and correctly implemented, companies acquiring the shipyard assets will not have to repay the illegal subsidies even if they choose to continue shipbuilding.",IT SHOULD IN PARTICULAR BE NOTED THAT IF THE SALE PROCESS IS SUCCESSFUL AND CORRECTLY IMPLEMENTED COMPANIES ACQUIRING THE SHIPYARD ASSETS WILL NOT HAVE TO REPAY THE ILLEGAL SUBSIDIES EVEN IF THEY CHOOSE TO CONTINUE SHIPBUILDING,it should be and in particular be noted that if the sale process is successful and correctly implemented companies acquiring the shipyard assets will not have to repay the illegal subsidies even if they choose to continue shipbuilding,it should in particular be noted that if the sale process is successful and correctly implemented companies acquiring the shipyard assets will not have to repay the illegal subsidies even if they choose to continue shipbuilding
5.619625,16000,"Despite that, many countries are still unprepared in front of the second wave that now takes Europe.",DESPITE THAT MANY COUNTRIES ARE STILL UNPREPARED IN FRONT OF THE SECOND WAVE THAT IS NOW HITTING EUROPE,despite that many countries are still unprepared in front of the 2nd wave that now takes europe,despite that many countries are still unprepared in front of the 2nd wave that is now hitting europe
13.52,16000,I watched in close up a legislative system that permits anonymous bureaucrats to generate so-called law without any regard for the damage they do to the British economy and its businesses.,I WATCHED IN CLOSE UP A LEGISLATIVE SYSTEM THAT PERMITS ANONYMOUS BUREAUCRATS TO GENERATE SO CALLED LAW WITHOUT ANY REGARD FOR THE DAMAGE THEY DO TO THE BRITISH ECONOMY AND ITS BUSINESSES,i watched in close up a legislative system that permits anonymous bureaucrats to generate so called law without any regard for the damage they do to the british economy and its businesses,i watched in close up a legislative system that permits anonymous bureaucrats to generate so called law without any regard for the damage they do to the british economy and its businesses
3.239625,16000,We need consistency across all legislative files.,WE NEED CONSISTENCY ACROSS ALL LEGISLATIVE FILES,we need consistency across all legislative files,we need consistency across all legislative files
4.899625,16000,These churches must be eligible for EU funding.,THESE CHURCHES MUST BE ELIGIBLE FOR EU FUNDING,these churches must be eligible for eu funding,these churches must be eligible for eu funding
10.0595,16000,"After the Anglo American military invasion in Iraq, the Iranians, who lived there, in exile, got a guarantee to be protected against Iran.",AFTER THE ANGLO AMERICAN MILITARY INVASION IN IRAQ THE IRANIANS WHO LIVE THERE IN EXILE GOT A GUARANTEE OF PROTECTION FROM IRAN,after the anglo american military invasion in iraq the iranians who lived there in exile got a guarantee to be protected against iran,after the anglo american military invasion in iraq the iranians who live there in exile got a guarantee of protection from iran
5.6199375,16000,The mass-German-level when the G-twenty meeting is resumed in September this year.,WHAT MUST EUROPE DELIVER WHEN THE G TWENTY MEETING IS RESUMED IN SEPTEMBER THIS YEAR,the mass german level when the g 20 meeting is resumed in september this year,what must europe deliver when the g 20 meeting is resumed in september this year
9.0586875,16000,"Let me remind you, colleagues, that in two thousand and eight all three institutions signed a declaration on communicating English in partnerships.",LET ME REMIND COLLEAGUES THAT IN TWO THOUSAND AND EIGHT ALL THREE INSTITUTIONS SIGNED A DECLARATION ON COMMUNICATING EUROPE IN PARTNERSHIP,let me remind you colleagues that in 2008 all 3 institutions signed a declaration on communicating english in partnerships,let me remind colleagues that in 2008 all 3 institutions signed a declaration on communicating europe in partnership
8.9000625,16000,I am afraid that the European Union will also become an administrative lame duck because there are these dark clouds hanging over the Administration.,I AM AFRAID THAT THE EUROPEAN UNION WILL ALSO BECOME AN ADMINISTRATIVE LAME DUCK BECAUSE THERE ARE THESE DARK CLOUDS HANGING OVER THE ADMINISTRATION,i am afraid that the european union will also become an administrative lame duck because there are these dark clouds hanging over the administration,i am afraid that the european union will also become an administrative lame duck because there are these dark clouds hanging over the administration
9.7785,16000,"I make the point that we were told by mr Shultz, back in March, after those ridiculous agriculture votes, that this sort of vote would never take place again.",MAKE THE POINT THAT WE WERE TOLD BY MR SCHULZ BACK IN MARCH AFTER THOSE RIDICULOUS AGRICULTURE VOTES THAT THIS SORT OF VOTE WOULD NEVER TAKE PLACE AGAIN,i make the point that we were told by mister shultz back in march after those ridiculous agriculture votes that this sort of vote would never take place again,make the point that we were told by mister schulz back in march after those ridiculous agriculture votes that this sort of vote would never take place again
14.4,16000,"First of all, the consumers will have to pay this bill when the low risk loans become more expensive. The consumer is ordinary European home owners and the SMEs relying mainly on market loans.",FIRSTLY CONSUMERS WILL HAVE TO PAY THIS BILL WHEN THE LOW RISK LOANS BECOME MORE EXPENSIVE THE CONSUMERS ORDINARY EUROPEAN HOMEOWNERS AND THE SMES RELYING MAINLY ON MORTGAGE LOANS,1st of all the consumers will have to pay this bill when the low risk loans become more expensive the consumer is ordinary european home owners and the smes relying mainly on market loans,firstly consumers will have to pay this bill when the low risk loans become more expensive the consumers ordinary european homeowners and the smes relying mainly on mortgage loans
5.1393125,16000,Can you promise them that they are their children can get safely to Europe?,CAN YOU PROMISE THEM THAT THEY AND THEIR CHILDREN CAN GET SAFELY TO EUROPE,can you promise them that they are their children can get safely to europe,can you promise them that they and their children can get safely to europe
8.44,16000,"From our side, we hope that the new Prime Minister in the Government will be solid interlocutors for peace talks.",FROM OUR SIDE WE HOPE THAT THE NEW PRIME MINISTER AND GOVERNMENT WILL BE SOLID INTERLOCUTORS FOR PEACE TALKS,from our side we hope that the new prime minister in the government will be solid interlocutors for peace talks,from our side we hope that the new prime minister and government will be solid interlocutors for peace talks
11.9395,16000,"The Court highly values the recognition by the discharge report of the different rows played by the institutions, the external auditor on the one side, and the manager on the other side.",THE COURT VALUES HIGHLY THE RECOGNITION BY THE DISCHARGE REPORT OF THE DIFFERENT ROLES PLAYED BY THE INSTITUTIONS THE EXTERNAL AUDITOR ON THE ONE HAND AND THE MANAGER ON THE OTHER,the court highly values the recognition by the discharge report of the different rows played by the institutions the external auditor on the one side and the manager on the other side,the court values highly the recognition by the discharge report of the different roles played by the institutions the external auditor on the one hand and the manager on the other
6.1399375,16000,"But to do this, we also need to be firm with Ukrainians and tell them that they need to implement their reforms.",BUT TO DO THIS WE ALSO NEED TO BE FIRM WITH THE UKRAINIANS AND TELL THEM THAT THEY NEED TO IMPLEMENT THEIR REFORMS,but to do this we also need to be firm with ukrainians and tell them that they need to implement their reforms,but to do this we also need to be firm with the ukrainians and tell them that they need to implement their reforms
3.4599375,16000,It is worrying to see the science from your country.,IT IS WORRYING TO SEE THE SIGNS FROM YOUR COUNTRY,it is worrying to see the science from your country,it is worrying to see the signs from your country
13.1389375,16000,"I find that without a Central European Union Regency and a comprehensive and coherent policy, the efforts that we are making to improve the situation in developing countries are not a notably extent in making.",I FIND THAT WITHOUT A CENTRAL EUROPEAN UNION AGENCY AND A COMPREHENSIVE AND COHERENT POLICY THE EFFORTS THAT WE ARE MAKING TO IMPROVE THE SITUATION IN DEVELOPING COUNTRIES ARE NOT OF NOTABLE EXTENT,i find that without a central european union regency and a comprehensive and coherent policy the efforts that we are making to improve the situation in developing countries are not a notably extent in making,i find that without a central european union agency and a comprehensive and coherent policy the efforts that we are making to improve the situation in developing countries are not of notable extent
7.32,16000,"To conclude, the danger of money laundering is also closely interlinked with the problems of tax evasion and tax havens.",TO CONCLUDE THE DANGER OF MONEY LAUNDERING IS ALSO CLOSELY LINKED WITH THE PROBLEMS OF TAX EVASION AND TAX HAVENS,to conclude the danger of money laundering is also closely interlinked with the problems of tax evasion and tax havens,to conclude the danger of money laundering is also closely linked with the problems of tax evasion and tax havens
6.9183125,16000,"Thank you, Mr President. I would like to use the opportunity to say that I wist draw my name from this report.",MR PRESIDENT I WOULD LIKE TO USE THIS OPPORTUNITY TO SAY THAT I WITHDREW MY NAME FROM THIS REPORT,thank you mister president i would like to use the opportunity to say that i wist draw my name from this report,mister president i would like to use this opportunity to say that i withdrew my name from this report
4.06,16000,All our actions have this strategic objective in mind.,ALL OUR ACTIONS HAVE THIS STRATEGIC OBJECTIVE IN MIND,all our actions have this strategic objective in mind,all our actions have this strategic objective in mind
15.977625,16000,"fifteen. Finally, we would also urge the Commission to urge the member state to make a greater use of the structural funds within the framework of the European Social Fund as a way of promoting equality between men and women.",TWO THOUSAND AND TEN FINALLY WE WOULD ALSO URGE THE COMMISSION TO URGE THE MEMBER STATES TO MAKE GREATER USE OF THE STRUCTURAL FUNDS WITHIN THE FRAMEWORK OF THE EUROPEAN SOCIAL FUND AS A WAY OF PROMOTING EQUALITY BETWEEN MEN AND WOMEN,15 finally we would also urge the commission to urge the member state to make a greater use of the structural funds within the framework of the european social fund as a way of promoting equality between men and women,2010 finally we would also urge the commission to urge the member states to make greater use of the structural funds within the framework of the european social fund as a way of promoting equality between men and women
20.4599375,16000,"We are here to speak for them. We are here to take an action. You, sisters and brothers, apart from this.",WE ARE HERE TO SPEAK FOR THEM WE ARE HERE TO TAKE ACTION DEAR SISTERS AND BROTHERS APART FROM,we are here to speak for them we are here to take an action you sisters and brothers apart from this,we are here to speak for them we are here to take action dear sisters and brothers apart from
7.7399375,16000,". Well-see not only for a small portion of the people, but well-see for all citizens, and each election give a chance to this section.",WEALTHY NOT ONLY FOR A SMALL PORTION OF THE PEOPLE BUT WEALTHY FOR ALL CITIZENS EACH ELECTION PROVIDES A CHANCE FOR THIS,well see not only for a small portion of the people but well see for all citizens and each election give a chance to this section,wealthy not only for a small portion of the people but wealthy for all citizens each election provides a chance for this
12.198625,16000,"By saying this, I am not saying that we can shift the focus from fraud preventing to something else, but we could have another priority as well, for example, a full fledge audit reform.",BY SAYING THIS I AM NOT SAYING THAT WE CAN SHIFT THE FOCUS FROM FRAUD PREVENTION TO SOMETHING ELSE BUT WE COULD HAVE OTHER PRIORITIES AS WELL FOR EXAMPLE FULLY FLEDGED AUDIT REFORM,by saying this i am not saying that we can shift the focus from fraud preventing to something else but we could have another priority as well for example a full fledge audit reform,by saying this i am not saying that we can shift the focus from fraud prevention to something else but we could have other priorities as well for example fully fledged audit reform
8.34,16000,The commission says the introduction of list rules would bring greater legal certainty for the determination of origin and in anti dumping cases.,THE COMMISSION SAYS THE INTRODUCTION OF LIST RULES WOULD BRING GREATER LEGAL CERTAINTY FOR THE DETERMINATION OF ORIGIN AND IN ANTI DUMPING CASES,the commission says the introduction of list rules would bring greater legal certainty for the determination of origin and in anti dumping cases,the commission says the introduction of list rules would bring greater legal certainty for the determination of origin and in anti dumping cases
18.279,16000,"There is a need for a reinforced role for parliaments, civil society, and regional and local authorities, starting right from the face of negotiating the new agreement, the new partnership, and perceived as one going beyond aid, and going further than a recipient of a relationship.",THERE IS A NEED FOR A REINFORCED ROLE FOR PARLIAMENTS CIVIL SOCIETY AND REGIONAL AND LOCAL AUTHORITIES STARTING RIGHT FROM THE PHASE OF NEGOTIATING THE NEW AGREEMENT THE NEW PARTNERSHIP IS PERCEIVED AS ONE GOING BEYOND AID AND GOING FURTHER THAN A RECIPIENT DONOR RELATIONSHIP,there is a need for a reinforced role for parliaments civil society and regional and local authorities starting right from the face of negotiating the new agreement the new partnership and perceived as one going beyond aid and going further than a recipient of a relationship,there is a need for a reinforced role for parliaments civil society and regional and local authorities starting right from the phase of negotiating the new agreement the new partnership is perceived as one going beyond aid and going further than a recipient donor relationship
3.16,16000,I'd like to ask you to support these texts.,I WOULD LIKE TO ASK YOU TO SUPPORT THIS TEXT,i would like to ask you to support these texts,i would like to ask you to support this text
21.9199375,16000,"What we in the Renew Europe group have done in this year's report is trying to combine the existing macrachomic core, of the semester, fiscal discipline and healthy bed levels with the urgent demands of today, like the need for public and private investment, social protection, as well as the need to tackle the climate change.",WHAT WE IN THE RENEW EUROPE HAVE DONE IN THIS YEAR'S REPORT IS TRY TO COMBINE THE EXISTING MACROECONOMIC CORE OF THE SEMESTER FISCAL DISCIPLINE AND HEALTHY DEBT LEVELS WITH THE URGENT DEMANDS OF TODAY LIKE THE NEED FOR PUBLIC AND PRIVATE INVESTMENT SOCIAL PROTECTION AS WELL AS THE NEED TO TACKLE CLIMATE CHANGE,what we in the renew europe group have done in this year is report is trying to combine the existing macrachomic core of the semester fiscal discipline and healthy bed levels with the urgent demands of today like the need for public and private investment social protection as well as the need to tackle the climate change,what we in the renew europe have done in this year is report is try to combine the existing macroeconomic core of the semester fiscal discipline and healthy debt levels with the urgent demands of today like the need for public and private investment social protection as well as the need to tackle climate change
7.0793125,16000,I fully support this proposal and hope that it will help all Europeans working abroad.,I FULLY SUPPORT THIS PROPOSAL AND HOPE THAT IT WILL HELP ALL EUROPEANS WORKING ABROAD,i fully support this proposal and hope that it will help all europeans working abroad,i fully support this proposal and hope that it will help all europeans working abroad
23.2188125,16000,"In fact, the Japanese government itself has rejected imports of Norwegian well meat after tests revealed that pesticide levels double the amount Japan permits on imports was found, and that's making it unfit for human consumption in that meat simply has to be destroyed.",IN FACT THE JAPANESE GOVERNMENT ITSELF HAS REJECTED IMPORTS OF NORWEGIAN WHALE MEAT AFTER TESTS REVEALED PESTICIDE LEVELS DOUBLE THE AMOUNT JAPAN PERMITS IN IMPORTS MAKING THE MEAT UNFIT FOR HUMAN CONSUMPTION SO THAT IT SIMPLY HAS TO BE DESTROYED,in fact the japanese government itself has rejected imports of norwegian well meat after tests revealed that pesticide levels double the amount japan permits on imports was found and that is making it unfit for human consumption in that meat simply has to be destroyed,in fact the japanese government itself has rejected imports of norwegian whale meat after tests revealed pesticide levels double the amount japan permits in imports making the meat unfit for human consumption so that it simply has to be destroyed
7.0794375,16000,"How will any legal solution affect the development of robotics, those who own them, and victims of the damage?",HOW WILL ANY LEGAL SOLUTION AFFECT THE DEVELOPMENT OF ROBOTICS THOSE WHO OWN THEM AND VICTIMS OF THE DAMAGE,how will any legal solution affect the development of robotics those who own them and victims of the damage,how will any legal solution affect the development of robotics those who own them and victims of the damage
6.9799375,16000,The growing gap between the rich and the poor is undermining the social and democratic fabric of our societies.,THE GROWING GAP BETWEEN THE RICH AND THE POOR IS UNDERMINING THE SOCIAL AND DEMOCRATIC FABRIC OF OUR SOCIETIES,the growing gap between the rich and the poor is undermining the social and democratic fabric of our societies,the growing gap between the rich and the poor is undermining the social and democratic fabric of our societies
4.82,16000,The EU can give a powerful contribution to the peace and prosperity of our planet.,THE EU CAN MAKE A POWERFUL CONTRIBUTION TO THE PEACE AND PROSPERITY OF OUR PLANET,the eu can give a powerful contribution to the peace and prosperity of our planet,the eu can make a powerful contribution to the peace and prosperity of our planet
5.9399375,16000,"Personally, I believe that today we need more awareness from the member States that we need a true common European policy.",PERSONALLY I BELIEVE THAT TODAY WE NEED MORE AWARENESS BY THE MEMBER STATES THAT WE NEED A TRUE COMMON EUROPEAN POLICY,personally i believe that today we need more awareness from the member states that we need a true common european policy,personally i believe that today we need more awareness by the member states that we need a true common european policy
8.999,16000,"-especially in the areas with the highest ever rates, rural development and regional policy-the Court identified many control failures in member states.",ESPECIALLY IN THE AREAS WITH THE HIGHEST ERROR RATES RURAL DEVELOPMENT AND REGIONAL POLICY THE COURT IDENTIFIED MANY CONTROL FAILURES IN MEMBER STATES,especially in the areas with the highest ever rates rural development and regional policy the court identified many control failures in member states,especially in the areas with the highest error rates rural development and regional policy the court identified many control failures in member states
7.54,16000,It goes without saying that the Union may only adopt legislation where the treatise provided with the powers to do so.,IT GOES WITHOUT SAYING THAT THE UNION MAY ONLY ADOPT LEGISLATION WHERE THE TREATIES PROVIDE IT WITH THE POWERS TO DO SO,it goes without saying that the union may only adopt legislation where the treatise provided with the powers to do so,it goes without saying that the union may only adopt legislation where the treaties provide it with the powers to do so
12.16,16000,"I was here just less than five weeks ago, on September seventeenth, and in this short period of time the numbers of cases has almost doubled.",I WAS HERE JUST LESS THAN FIVE WEEKS AGO ON SEVENTEEN SEPTEMBER AND IN THIS SHORT PERIOD OF TIME THE NUMBER OF CASES HAS ALMOST DOUBLED,i was here just less than 5 weeks ago on september 17th and in this short period of time the numbers of cases has almost doubled,i was here just less than 5 weeks ago on 17 september and in this short period of time the number of cases has almost doubled
7.32,16000,"In an effective security strategy, our European forces should have access to equipment and resources of the highest quality.",IN AN EFFECTIVE SECURITY STRATEGY OUR EUROPEAN FORCES SHOULD HAVE ACCESS TO EQUIPMENT AND RESOURCES OF THE HIGHEST QUALITY,in an effective security strategy our european forces should have access to equipment and resources of the highest quality,in an effective security strategy our european forces should have access to equipment and resources of the highest quality
4.2599375,16000,"I would like to say, as well, we should not only talk about better spending in the budget.",I WOULD LIKE TO SAY AS WELL THAT WE SHOULD NOT ONLY TALK ABOUT BETTER SPENDING IN THE BUDGET,i would like to say as well we should not only talk about better spending in the budget,i would like to say as well that we should not only talk about better spending in the budget
5.3994375,16000,"Therefore, let's stop saying beautiful words and let's move on to facts.",THEREFORE LET US STOP SAYING BEAUTIFUL WORDS AND LET US MOVE ON TO FACTS,therefore let us stop saying beautiful words and let us move on to facts,therefore let us stop saying beautiful words and let us move on to facts
8.3389375,16000,"In the year two thousand fifteen, one hundred fifty seven members of this house signed, but after three months, this oration lapsed.",IN THE YEAR TWO THOUSAND AND FIFTEEN ONE HUNDRED AND FIFTY SEVEN MEMBERS OF THIS HOUSE SIGNED BUT AFTER THREE MONTHS THIS ORAL QUESTION LAPSED,in the year 2015157 members of this house signed but after 3 months this oration lapsed,in the year 2015157 members of this house signed but after 3 months this oral question lapsed
3.4798125,16000,This success relies on basically two factors.,THIS SUCCESS RELIES ON BASICALLY TWO FACTORS,this success relies on basically 2 factors,this success relies on basically 2 factors
1.3999375,16000,so I wish you good luck.,SO I WISH YOU GOOD LUCK,so i wish you good luck,so i wish you good luck
19.3399375,16000,"and I fear that despite the great efforts of Kathy Ashton and her team, neither the Eternal Action Service nor the European Defense Agency are properly trusted, certainly, by the larger members.",I FEAR THAT DESPITE THE GREAT EFFORTS OF CATHY ASHTON AND HER TEAM NEITHER THE EUROPEAN EXTERNAL ACTION SERVICE NOR THE EUROPEAN DEFENCE AGENCY ARE PROPERLY TRUSTED CERTAINLY BY THE LARGER MEMBER,and i fear that despite the great efforts of kathy ashton and her team neither the eternal action service nor the european defense agency are properly trusted certainly by the larger members,i fear that despite the great efforts of cathy ashton and her team neither the european external action service nor the european defense agency are properly trusted certainly by the larger member
5.1998125,16000,But the testimony of the President's time is a reminder of the need for action.,THE TESTIMONY OF PRESIDENT HEINE IS A REMINDER OF THE NEED FOR ACTION,but the testimony of the president is time is a reminder of the need for action,the testimony of president heine is a reminder of the need for action
